candidate_pid,kocc10,hub_reference
P_400408,9,0.815141
P_400428,8,0.879690
P_400429,9,0.851267
P_400435,11,0.857006
P_400436,13,0.881343
P_400448,7,0.856749
P_400516,12,0.884869
P_400520,6,0.859922
P_400537,3,0.883390
P_400540,3,0.875633
P_400562,10,0.897030
P_400570,2,0.877037
P_40060,6,0.880327
P_400758,9,0.883799
P_400788,8,0.872819
P_400870,3,0.896377
P_400913,7,0.864259
P_400975,5,0.883746
P_401,13,0.895925
P_401007,14,0.835932
P_401011,6,0.832818
P_401080,16,0.838607
P_401107,9,0.883313
P_401110,6,0.875478
P_401140,16,0.799292
P_401147,9,0.837502
P_401148,7,0.869129
P_401164,4,0.839135
P_401176,7,0.839172
P_40119,3,0.874094
P_4012,7,0.895473
P_401238,14,0.882244
P_401239,9,0.879971
P_401287,7,0.835247
P_401288,9,0.886169
P_401384,10,0.879923
P_401669,7,0.881429
P_40174,10,0.851082
P_40178,7,0.861169
P_401780,12,0.825224
P_401786,6,0.904688
P_40181,15,0.833633
P_40184,6,0.831574
P_40186,11,0.856095
P_401870,7,0.851603
P_40188,11,0.868093
P_40189,7,0.839316
P_40190,5,0.870883
P_40192,7,0.830388
P_40199,5,0.879776
P_40200,6,0.889877
P_40207,8,0.882199
P_402087,8,0.891031
P_402093,2,0.879826
P_402103,16,0.856524
P_402104,3,0.887087
P_402114,11,0.874742
P_402157,11,0.868880
P_402194,2,0.896271
P_402257,4,0.881071
P_402287,7,0.837986
P_402428,9,0.845560
P_402464,11,0.878121
P_402476,10,0.847451
P_402493,2,0.884096
P_402507,12,0.859240
P_40251,3,0.842930
P_402519,4,0.884175
P_402567,7,0.854486
P_402601,7,0.831753
P_402608,9,0.792776
P_402641,6,0.865740
P_402715,9,0.855440
P_402829,4,0.869561
P_402848,15,0.892489
P_402877,8,0.882367
P_402924,3,0.883635
P_402926,12,0.842153
P_402927,11,0.856959
P_402958,12,0.860154
P_402990,16,0.849510
P_402993,14,0.855175
P_402994,13,0.855017
P_403017,6,0.850243
P_40312,7,0.832572
P_403294,13,0.865820
P_403300,7,0.861770
P_403559,13,0.879078
P_403565,5,0.853795
P_403606,6,0.858495
P_403629,8,0.840975
P_403662,11,0.870527
P_403663,9,0.887374
P_403673,3,0.872928
P_403679,6,0.872057
P_403707,7,0.875650
P_403772,5,0.877902
P_403801,8,0.883839
P_403811,7,0.883531
P_403845,10,0.868075
P_403863,2,0.864469
P_403868,3,0.876469
P_403885,2,0.880187
P_403900,9,0.882580
P_403963,2,0.893849
P_403991,4,0.858779
P_40400,6,0.880538
P_404002,5,0.896964
P_404046,8,0.852440
P_404058,16,0.876439
P_404137,9,0.883566
P_40419,7,0.865019
P_404206,14,0.854122
P_404245,4,0.880331
P_404284,5,0.877369
P_404331,9,0.871996
P_40434,5,0.853056
P_404341,7,0.862968
P_40435,6,0.858847
P_404355,12,0.874153
P_40436,1,0.869260
P_404381,15,0.886952
P_404397,15,0.889493
P_404402,5,0.889428
P_40443,11,0.860802
P_404442,10,0.879380
P_40446,3,0.868000
P_40449,6,0.868174
P_404578,8,0.862035
P_40458,4,0.864638
P_404602,9,0.829542
P_404643,4,0.870984
P_404645,10,0.884770
P_404662,9,0.881352
P_404692,6,0.858746
P_404695,12,0.826905
P_404699,8,0.860527
P_404713,1,0.849998
P_404725,10,0.874484
P_404746,15,0.845930
P_404786,8,0.890884
P_404801,10,0.856001
P_40482,11,0.889926
P_404935,6,0.868131
P_404953,8,0.868793
P_404967,15,0.872966
P_404999,3,0.861912
P_405001,4,0.860494
P_405020,1,0.850934
P_40508,6,0.858670
P_405115,5,0.901957
P_405172,18,0.870126
P_405192,10,0.858459
P_405388,10,0.856300
P_405398,6,0.894783
P_405404,9,0.899007
P_405575,4,0.882606
P_405596,5,0.888975
P_405621,11,0.819890
P_405638,5,0.835022
P_405690,9,0.890829
P_405773,11,0.853289
P_405785,10,0.876275
P_405879,11,0.864292
P_40599,12,0.840830
P_40602,14,0.824201
P_406049,10,0.895801
P_406063,17,0.869461
P_406073,5,0.861509
P_406179,9,0.843450
P_406191,12,0.817692
P_40623,7,0.878280
P_406274,11,0.844973
P_406311,12,0.862864
P_406333,2,0.876164
P_40641,7,0.838788
P_40642,8,0.875156
P_40646,6,0.848288
P_406468,6,0.874915
P_40650,6,0.863814
P_40652,5,0.863669
P_40654,16,0.847519
P_406553,6,0.881512
P_406559,12,0.862993
P_4066,7,0.885362
P_406632,5,0.869180
P_406634,10,0.873463
P_406659,3,0.835242
P_406664,6,0.877616
P_40668,13,0.861518
P_4067,9,0.906423
P_40671,4,0.867168
P_40673,8,0.887317
P_406732,1,0.850670
P_406768,8,0.859225
P_40677,12,0.885532
P_406818,2,0.881724
P_406824,5,0.845365
P_40685,7,0.859457
P_406877,9,0.864924
P_40688,8,0.864425
P_40691,7,0.859253
P_406921,5,0.878022
P_4070,3,0.887838
P_40702,11,0.869372
P_40711,9,0.833808
P_407122,6,0.871359
P_407133,6,0.856339
P_407139,5,0.880956
P_40722,13,0.878818
P_407221,16,0.867374
P_407222,12,0.855518
P_407225,5,0.864758
P_40727,12,0.858705
P_407272,5,0.842920
P_40728,9,0.877897
P_40729,11,0.878575
P_407344,2,0.838445
P_407459,9,0.896309
P_407468,7,0.888313
P_40751,6,0.887401
P_40755,7,0.861151
P_40756,7,0.883736
P_40758,7,0.898237
P_4076,6,0.873604
P_40760,4,0.843267
P_407629,7,0.894350
P_40766,10,0.882135
P_407694,5,0.889821
P_40770,11,0.865644
P_407864,20,0.878673
P_407998,12,0.856618
P_4080,9,0.900011
P_408006,3,0.888794
P_408009,9,0.865303
P_408028,4,0.890105
P_40804,3,0.876032
P_408049,7,0.890960
P_408086,5,0.853085
P_408101,11,0.866655
P_408165,10,0.888219
P_408178,8,0.818919
P_408186,12,0.867465
P_408209,14,0.873238
P_408211,13,0.882098
P_408218,12,0.858412
P_408243,5,0.898578
P_408298,8,0.871500
P_4083,7,0.899875
P_408334,5,0.862408
P_408336,11,0.874120
P_408338,8,0.871253
P_408343,9,0.804531
P_408353,8,0.873260
P_408366,7,0.847269
P_408399,4,0.872556
P_40844,4,0.897591
P_408468,5,0.873562
P_408491,3,0.827331
P_408551,6,0.875649
P_408631,10,0.823368
P_408699,4,0.843493
P_4087,3,0.886146
P_408729,3,0.893252
P_408747,2,0.894862
P_40876,6,0.861621
P_40877,10,0.874801
P_408782,7,0.856906
P_408796,7,0.886102
P_4088,4,0.895982
P_408892,7,0.806069
P_4089,3,0.893301
P_408973,15,0.878667
P_408975,9,0.842396
P_408990,22,0.860082
P_409007,3,0.865005
P_409114,5,0.877841
P_40913,5,0.877166
P_40914,4,0.855618
P_40916,10,0.861957
P_409162,9,0.890325
P_40923,18,0.880502
P_40925,8,0.841803
P_40926,13,0.877048
P_409260,11,0.860784
P_40927,8,0.853198
P_409289,10,0.863430
P_409321,17,0.856037
P_409349,5,0.866126
P_409487,11,0.874878
P_409494,5,0.853409
P_409514,14,0.875282
P_409517,3,0.878083
P_40955,4,0.880464
P_409570,11,0.840978
P_40964,6,0.868019
P_409852,5,0.858310
P_409883,13,0.856966
P_409990,10,0.876910
P_410043,9,0.848145
P_410126,4,0.859724
P_410163,7,0.829157
P_410192,10,0.894317
P_41020,7,0.893251
P_410495,10,0.894400
P_410520,2,0.870069
P_410543,11,0.851938
P_410545,8,0.856291
P_410575,4,0.892502
P_410635,10,0.837233
P_410680,14,0.858590
P_410715,4,0.853459
P_410716,13,0.870542
P_410834,15,0.871312
P_41092,7,0.801892
P_410941,15,0.853907
P_411007,8,0.862514
P_411029,6,0.879307
P_411037,17,0.897313
P_411038,6,0.893963
P_411079,3,0.889203
P_411130,6,0.828340
P_411341,7,0.873003
P_411343,10,0.855082
P_411410,6,0.895648
P_411509,7,0.886973
P_411510,21,0.854041
P_411512,12,0.894740
P_411527,2,0.892427
P_411555,9,0.898642
P_411567,3,0.870286
P_411662,16,0.875807
P_411838,6,0.849460
P_411840,5,0.902990
P_411847,5,0.830701
P_411853,11,0.848403
P_411856,6,0.857065
P_411862,19,0.843979
P_411867,17,0.866858
P_411873,13,0.855602
P_411998,11,0.869786
P_412005,5,0.882796
P_412096,6,0.875070
P_412176,2,0.838244
P_412234,15,0.857990
P_412257,9,0.855508
P_412288,11,0.842152
P_412291,13,0.870001
P_412303,12,0.838523
P_412307,9,0.876662
P_412323,3,0.857663
P_412324,8,0.864718
P_41246,3,0.840410
P_412476,9,0.828822
P_412486,10,0.834257
P_412578,20,0.827772
P_41261,8,0.846438
P_412660,6,0.893871
P_412681,12,0.826307
P_412684,0,0.857274
P_412766,9,0.848884
P_412784,7,0.874693
P_412793,12,0.840312
P_412808,13,0.876158
P_412911,10,0.887811
P_412982,8,0.879160
P_412988,8,0.877075
P_413027,11,0.855827
P_413086,6,0.853675
P_41309,3,0.901933
P_413160,17,0.847961
P_413176,10,0.860377
P_413179,14,0.863805
P_413180,9,0.863697
P_413195,13,0.862118
P_413198,13,0.868566
P_413236,7,0.870808
P_413244,3,0.871374
P_413249,12,0.857535
P_413324,8,0.807806
P_413462,23,0.826534
P_413463,20,0.826534
P_413465,17,0.826585
P_413476,17,0.857463
P_413479,4,0.805284
P_413555,8,0.846281
P_413619,12,0.867089
P_413727,14,0.853781
P_413729,8,0.878942
P_413730,26,0.878923
P_413873,5,0.885017
P_413915,5,0.874305
P_414011,9,0.872934
P_414177,21,0.857391
P_414215,1,0.860428
P_414233,7,0.876753
P_414436,3,0.832272
P_414466,3,0.818241
P_4145,4,0.896713
P_414553,8,0.806971
P_414555,14,0.807251
P_414556,8,0.841760
P_414559,7,0.817035
P_414588,9,0.860006
P_414591,4,0.872211
P_414646,13,0.855954
P_414675,8,0.879071
P_414678,5,0.862986
P_414679,8,0.861174
P_414687,19,0.877519
P_414695,2,0.865447
P_414727,9,0.836825
P_414735,16,0.875792
P_414741,9,0.877316
P_414808,12,0.870780
P_414830,4,0.882353
P_414944,4,0.877398
P_414960,4,0.858985
P_414972,11,0.864372
P_415020,10,0.871595
P_415063,11,0.867646
P_415148,7,0.818969
P_415176,4,0.855638
P_415195,9,0.880845
P_415294,13,0.870208
P_41530,11,0.830042
P_415314,10,0.883435
P_415321,11,0.858110
P_415329,11,0.850286
P_415416,22,0.833837
P_415420,23,0.844385
P_415448,9,0.855553
P_415505,7,0.834395
P_415506,3,0.879163
P_415529,1,0.866485
P_415535,10,0.878722
P_415570,6,0.868895
P_415598,12,0.861472
P_415601,3,0.869704
P_415688,4,0.861386
P_415697,9,0.881408
P_415733,3,0.885015
P_415737,5,0.890188
P_415773,3,0.878744
P_4158,11,0.885165
P_415909,7,0.891632
P_415922,8,0.840184
P_415954,3,0.885689
P_415961,12,0.875489
P_415975,9,0.811186
P_415976,14,0.856675
P_415978,10,0.861998
P_415993,16,0.885875
P_415999,15,0.856615
P_416000,3,0.859981
P_416001,4,0.859552
P_416002,4,0.861991
P_416004,10,0.861550
P_416041,10,0.850648
P_416050,5,0.882150
P_416065,8,0.872527
P_416067,13,0.852814
P_416068,6,0.868741
P_416071,5,0.885063
P_416073,13,0.870210
P_416076,9,0.843885
P_416080,7,0.874916
P_416092,14,0.879534
P_416093,8,0.865015
P_416109,9,0.885351
P_41612,11,0.862887
P_416131,10,0.814271
P_416136,9,0.861147
P_416140,11,0.857535
P_416166,10,0.866534
P_41617,6,0.826943
P_416183,3,0.810296
P_416186,8,0.807999
P_416226,3,0.897661
P_416230,6,0.864148
P_416252,14,0.852769
P_416286,14,0.876126
P_416290,4,0.834633
P_416294,10,0.885509
P_416317,8,0.861724
P_416327,14,0.859872
P_416347,4,0.846983
P_416353,7,0.901605
P_416356,10,0.864728
P_416360,8,0.901830
P_416411,9,0.840768
P_416414,15,0.864979
P_416416,5,0.892829
P_416422,9,0.853867
P_416426,11,0.858272
P_416434,16,0.850896
P_416436,14,0.865993
P_416456,11,0.841753
P_416457,9,0.849678
P_416458,16,0.845647
P_416459,13,0.854109
P_416460,5,0.838471
P_416461,4,0.841981
P_416462,5,0.864757
P_416465,11,0.826176
P_416466,8,0.859882
P_416478,8,0.875163
P_416534,1,0.870622
P_416537,9,0.893422
P_416559,5,0.875885
P_416614,16,0.871671
P_416615,12,0.884934
P_416641,10,0.892938
P_416643,9,0.900336
P_416647,2,0.873736
P_416693,7,0.870772
P_416830,5,0.889587
P_416960,11,0.875697
P_416969,10,0.852424
P_416982,8,0.807727
P_416985,9,0.880614
P_416988,4,0.840374
P_417034,5,0.852350
P_417052,7,0.841339
P_417055,10,0.856853
P_417120,12,0.823296
P_417124,7,0.840817
P_417511,5,0.900223
P_417553,16,0.863739
P_417559,10,0.861185
P_417560,14,0.836301
P_417562,23,0.850132
P_417563,18,0.858226
P_417564,8,0.865890
P_417565,10,0.857747
P_417570,4,0.827163
P_417678,6,0.856391
P_41771,4,0.847384
P_417735,5,0.866758
P_417818,13,0.857292
P_417837,16,0.870786
P_417851,9,0.892576
P_417967,7,0.844825
P_418002,5,0.880466
P_418157,5,0.865499
P_418198,17,0.881332
P_418217,4,0.842123
P_418386,4,0.854372
P_418462,3,0.879792
P_418463,11,0.869704
P_41848,9,0.855724
P_41851,9,0.847520
P_418562,6,0.842667
P_418672,9,0.879739
P_418739,6,0.821653
P_418778,4,0.877546
P_41878,6,0.834720
P_418845,3,0.874018
P_418847,16,0.886201
P_418914,4,0.824654
P_418918,12,0.847980
P_418951,7,0.870055
P_419043,8,0.855957
P_419045,12,0.842884
P_419052,5,0.866068
P_419059,2,0.797480
P_419072,7,0.878513
P_419085,28,0.848618
P_419087,3,0.839098
P_419093,10,0.863117
P_419220,12,0.843296
P_419226,11,0.871913
P_419253,9,0.871423
P_419255,22,0.840478
P_419256,15,0.860549
P_419260,7,0.884662
P_419265,12,0.879694
P_41937,10,0.878362
P_41946,7,0.848326
P_419461,6,0.887159
P_419490,4,0.825412
P_419611,10,0.869304
P_419621,5,0.875813
P_419624,3,0.873335
P_419626,4,0.869098
P_419643,5,0.891388
P_419644,8,0.862300
P_419647,6,0.883633
P_419648,7,0.893928
P_419649,11,0.872134
P_419651,12,0.868034
P_419681,12,0.861566
P_419683,3,0.847293
P_419684,9,0.877952
P_419710,12,0.834768
P_419723,11,0.846314
P_419735,11,0.845269
P_419736,18,0.836425
P_419741,8,0.859619
P_419742,7,0.843642
P_419746,8,0.855981
P_419804,14,0.863698
P_419810,8,0.845866
P_419819,3,0.893555
P_420045,11,0.860680
P_420047,10,0.859434
P_420049,11,0.861198
P_420050,24,0.840408
P_420051,12,0.796959
P_420054,7,0.888452
P_420057,7,0.871761
P_420069,18,0.857685
P_420073,12,0.854197
P_420083,13,0.844508
P_420111,12,0.821393
P_420233,14,0.881680
P_420284,23,0.870835
P_420362,5,0.865570
P_420363,10,0.870728
P_420365,12,0.856348
P_420370,3,0.817419
P_420388,12,0.882543
P_420394,11,0.870159
P_420436,7,0.865536
P_420464,12,0.861381
P_420468,9,0.826315
P_420477,4,0.852878
P_42048,10,0.876178
P_420485,21,0.837443
P_420498,10,0.887231
P_420514,9,0.834507
P_420519,0,0.879753
P_420520,6,0.861743
P_42054,1,0.866626
P_420575,9,0.848285
P_420609,10,0.887406
P_420616,9,0.851704
P_420678,7,0.872297
P_420743,4,0.884468
P_420797,11,0.835987
P_420798,8,0.848319
P_420812,4,0.878767
P_420882,10,0.896938
P_421006,4,0.871027
P_421027,11,0.893361
P_42103,2,0.854185
P_42104,8,0.901489
P_421115,11,0.830259
P_421121,9,0.799641
P_42117,16,0.895739
P_421245,14,0.886734
P_421333,7,0.841653
P_421343,10,0.833203
P_421507,6,0.881647
P_421544,11,0.866363
P_42158,3,0.889166
P_421628,10,0.851703
P_421629,20,0.870040
P_4217,5,0.891740
P_421739,11,0.889969
P_421740,9,0.868834
P_421787,7,0.858484
P_421829,14,0.851952
P_421831,11,0.865622
P_421895,5,0.872851
P_421903,4,0.888691
P_421929,11,0.887907
P_421947,13,0.849003
P_42203,3,0.885329
P_422062,9,0.892781
P_422095,3,0.871678
P_422118,13,0.850615
P_422121,14,0.843850
P_422134,8,0.842147
P_4223,6,0.880127
P_422307,14,0.877325
P_422317,3,0.822249
P_422447,6,0.863071
P_422483,6,0.885179
P_422536,11,0.875127
P_42257,13,0.894168
P_42260,1,0.896588
P_42261,7,0.878016
P_422793,4,0.887216
P_422794,13,0.868006
P_422796,7,0.840440
P_422800,20,0.845831
P_422817,18,0.855500
P_422876,5,0.887683
P_422929,11,0.884064
P_42305,6,0.890794
P_42309,18,0.830433
P_42311,12,0.865988
P_42312,13,0.869245
P_42317,14,0.863531
P_423194,13,0.850097
P_42322,5,0.893289
P_423334,9,0.885734
P_42338,28,0.835874
P_42342,11,0.850014
P_423639,10,0.844236
P_423665,4,0.831690
P_423749,9,0.827023
P_423784,5,0.871411
P_423785,8,0.813196
P_423840,4,0.872274
P_423882,16,0.842408
P_42396,7,0.853881
P_424051,15,0.799517
P_424052,17,0.809653
P_424053,8,0.834838
P_424059,7,0.847260
P_424081,8,0.877044
P_42411,9,0.897409
P_424148,12,0.795935
P_424191,6,0.854095
P_424298,11,0.870474
P_424302,7,0.865787
P_424382,10,0.845348
P_424394,9,0.875537
P_4244,12,0.876841
P_424408,6,0.851794
P_424425,3,0.869216
P_424457,13,0.896819
P_42463,8,0.893668
P_424714,7,0.858070
P_42473,10,0.873210
P_424740,7,0.862829
P_424772,3,0.866437
P_424773,12,0.864974
P_424775,8,0.887202
P_424779,9,0.878742
P_424781,3,0.885817
P_424789,4,0.875800
P_424792,5,0.886839
P_424802,1,0.885301
P_42481,8,0.877414
P_42482,6,0.871880
P_42483,3,0.861212
P_42484,14,0.835638
P_42485,8,0.846446
P_424850,14,0.867874
P_42486,10,0.869680
P_424861,5,0.871335
P_42487,14,0.855951
P_424879,6,0.872670
P_42489,17,0.882587
P_424900,11,0.876376
P_424963,10,0.854393
P_424970,2,0.832410
P_424998,12,0.852377
P_425000,8,0.856172
P_425191,13,0.855575
P_42522,11,0.868644
P_425250,9,0.888488
P_425326,12,0.881237
P_425576,11,0.885632
P_425578,7,0.894105
P_425590,0,0.861808
P_425795,9,0.882626
P_425900,9,0.863524
P_426118,11,0.849147
P_426120,14,0.840904
P_426130,15,0.851369
P_426133,6,0.844437
P_426143,5,0.838525
P_426150,10,0.848916
P_426165,11,0.855952
P_426166,7,0.859601
P_42620,4,0.877637
P_426241,4,0.880619
P_426272,7,0.856619
P_426277,15,0.847110
P_426304,7,0.859872
P_42631,8,0.887707
P_426332,7,0.852344
P_426548,12,0.899420
P_426550,4,0.880896
P_426555,2,0.820635
P_4267,14,0.873242
P_426715,6,0.884777
P_42672,7,0.868223
P_426746,17,0.877062
P_426749,12,0.887162
P_426753,8,0.865098
P_426772,20,0.844584
P_426805,15,0.847166
P_426832,6,0.883941
P_426835,5,0.857000
P_426851,8,0.869331
P_426877,16,0.840016
P_426956,12,0.873893
P_427016,13,0.867790
P_427041,6,0.871684
P_42705,16,0.885788
P_427219,10,0.842352
P_427239,8,0.876925
P_427243,9,0.883288
P_427301,9,0.890371
P_427306,2,0.879183
P_427310,8,0.873730
P_427340,5,0.880747
P_427687,9,0.878045
P_427757,10,0.855074
P_427883,7,0.842114
P_427963,6,0.841989
P_427965,9,0.881080
P_427967,9,0.881080
P_427989,10,0.836958
P_4280,2,0.896138
P_428038,12,0.809994
P_428156,10,0.851644
P_428183,23,0.874668
P_428184,9,0.885724
P_428216,3,0.831466
P_428249,2,0.812320
P_42842,7,0.865671
P_428429,10,0.881628
P_428481,9,0.895284
P_428575,5,0.806943
P_428602,6,0.876599
P_428637,5,0.881373
P_42886,5,0.888178
P_42893,13,0.901358
P_42909,13,0.869333
P_429104,13,0.852527
P_42911,11,0.889682
P_429171,8,0.865077
P_429172,6,0.883278
P_429194,9,0.898104
P_429321,5,0.891193
P_429341,15,0.882820
P_42935,10,0.868122
P_429496,13,0.872072
P_429515,25,0.851375
P_429521,7,0.841681
P_429525,9,0.850545
P_429549,8,0.861804
P_429551,13,0.872875
P_429597,9,0.883611
P_42964,7,0.861879
P_42965,7,0.885734
P_42966,11,0.884260
P_42967,5,0.871782
P_42968,5,0.856304
P_42971,8,0.880092
P_429789,4,0.866408
P_42994,8,0.895424
P_42997,8,0.865646
P_42998,2,0.853164
P_430,11,0.859898
P_43002,7,0.869947
P_43012,9,0.883251
P_43014,11,0.855373
P_430242,9,0.844929
P_430257,4,0.882685
P_430519,5,0.868031
P_430566,11,0.867599
P_430666,9,0.847295
P_430671,14,0.845875
P_430698,9,0.847187
P_430812,5,0.866852
P_430879,9,0.875449
P_43088,16,0.870855
P_430912,16,0.843496
P_43092,6,0.906026
P_430923,7,0.842220
P_430932,12,0.850939
P_430940,6,0.861767
P_43096,13,0.890596
P_431023,8,0.869811
P_431088,5,0.863852
P_43109,12,0.864991
P_431092,18,0.858548
P_431105,4,0.866024
P_431133,11,0.862053
P_431224,16,0.868414
P_43127,10,0.889469
P_431397,11,0.861921
P_431414,2,0.877082
P_431433,15,0.819219
P_431461,10,0.868473
P_431471,6,0.867001
P_431496,2,0.865128
P_43156,14,0.875511
P_43157,6,0.879389
P_43163,9,0.879403
P_431643,6,0.879922
P_431691,8,0.886271
P_431692,14,0.876029
P_431926,6,0.863487
P_43195,15,0.840284
P_43196,6,0.864336
P_432010,9,0.863686
P_432061,17,0.864191
P_432101,7,0.901967
P_432103,10,0.879294
P_432104,8,0.873179
P_432124,9,0.884049
P_432126,8,0.861527
P_432128,11,0.880019
P_432131,24,0.845199
P_432141,3,0.861735
P_432146,10,0.868483
P_432157,9,0.853834
P_432165,6,0.889143
P_432176,5,0.883269
P_432206,7,0.848665
P_432283,7,0.893538
P_432481,8,0.835884
P_432485,6,0.867101
P_432499,21,0.886770
P_432655,1,0.864892
P_432662,9,0.880867
P_432673,10,0.876022
P_432676,3,0.867582
P_432678,9,0.835923
P_432680,11,0.869549
P_432683,10,0.863062
P_432699,21,0.871840
P_432745,8,0.844915
P_432765,5,0.854399
P_432879,3,0.860889
P_432903,18,0.851946
P_43294,6,0.864348
P_432995,8,0.887246
P_43301,3,0.844363
P_433038,7,0.864054
P_433051,13,0.878501
P_433119,12,0.847545
P_433125,13,0.869127
P_433128,9,0.819339
P_433130,11,0.839825
P_433132,5,0.860982
P_433136,18,0.847573
P_433198,7,0.875817
P_433202,17,0.878124
P_433214,18,0.896986
P_433216,9,0.888351
P_433309,7,0.843227
P_433311,12,0.817871
P_433345,12,0.880006
P_433348,8,0.845423
P_433469,13,0.868925
P_43347,10,0.851764
P_433509,8,0.847149
P_433524,16,0.853782
P_43353,13,0.814315
P_433575,1,0.900148
P_433633,4,0.880453
P_433662,10,0.862258
P_433670,4,0.856953
P_433696,9,0.850407
P_433699,10,0.847020
P_433702,16,0.856343
P_433708,11,0.855930
P_433725,6,0.859819
P_433726,7,0.875418
P_433727,16,0.850356
P_433728,4,0.857385
P_433768,21,0.822359
P_433843,13,0.881824
P_43386,6,0.877054
P_433869,10,0.879753
P_433905,12,0.879157
P_433925,10,0.887511
P_433927,11,0.891357
P_433931,7,0.872933
P_433932,9,0.892941
P_434,18,0.890582
P_434049,10,0.868740
P_43409,9,0.896753
P_434196,15,0.866051
P_434222,11,0.824909
P_434224,7,0.864486
P_434296,15,0.876501
P_434298,12,0.851155
P_434306,6,0.869328
P_434353,18,0.865168
P_434356,8,0.882159
P_43442,10,0.872037
P_434535,3,0.877384
P_434538,10,0.853805
P_434560,6,0.876889
P_434625,3,0.846549
P_434627,5,0.887007
P_434631,4,0.859733
P_434632,14,0.892845
P_434636,8,0.882086
P_434641,10,0.851022
P_434711,11,0.855790
P_434825,6,0.812482
P_43486,9,0.893676
P_434948,7,0.862976
P_435,6,0.863909
P_435006,7,0.871809
P_435009,5,0.897571
P_43515,15,0.865764
P_435187,2,0.893058
P_435189,9,0.880448
P_435316,10,0.883415
P_435329,7,0.870621
P_43535,5,0.864432
P_4354,8,0.894504
P_435424,6,0.846657
P_435426,15,0.864094
P_435427,7,0.863750
P_435428,8,0.833546
P_435431,11,0.885300
P_43551,11,0.823944
P_435520,15,0.861459
P_435524,11,0.867906
P_435527,12,0.854727
P_435528,11,0.866832
P_435529,10,0.844384
P_43553,5,0.859187
P_435530,9,0.861099
P_435551,9,0.879577
P_435555,7,0.820740
P_435567,9,0.871869
P_435571,10,0.836702
P_435582,4,0.888702
P_435594,9,0.885521
P_435620,13,0.862011
P_435638,16,0.840725
P_435650,15,0.841925
P_435743,5,0.866833
P_435746,17,0.872362
P_435748,8,0.827699
P_43576,5,0.897385
P_435778,12,0.822305
P_435864,18,0.850462
P_435910,11,0.847853
P_435923,14,0.858932
P_435999,11,0.876070
P_436001,8,0.872360
P_436227,20,0.891356
P_436229,12,0.889413
P_436327,3,0.872149
P_436328,4,0.878229
P_436329,7,0.882522
P_436349,8,0.855329
P_436358,14,0.831882
P_436362,1,0.846230
P_436390,4,0.820928
P_436404,8,0.868529
P_436473,19,0.861308
P_436487,19,0.815117
P_436488,8,0.865711
P_436527,12,0.856927
P_436528,8,0.856660
P_436539,16,0.856430
P_436543,13,0.886777
P_436662,4,0.894018
P_436682,4,0.889361
P_436698,11,0.867446
P_436711,4,0.869108
P_436815,6,0.864818
P_436883,5,0.861053
P_436924,5,0.848691
P_436925,13,0.860492
P_437129,11,0.858120
P_437310,3,0.839649
P_437319,15,0.897115
P_437329,7,0.892433
P_437338,8,0.887799
P_437347,17,0.861358
P_437349,7,0.826775
P_437396,8,0.877129
P_437404,7,0.867589
P_437407,13,0.877509
P_437414,6,0.873185
P_437502,2,0.877379
P_437538,9,0.865235
P_437547,17,0.857602
P_437548,13,0.821269
P_437553,9,0.843031
P_437608,4,0.826994
P_437609,7,0.833491
P_437660,10,0.868302
P_437696,15,0.832485
P_437750,9,0.853385
P_437805,8,0.860900
P_437840,5,0.896611
P_43786,3,0.873453
P_437887,6,0.881565
P_437923,11,0.868696
P_438002,7,0.873263
P_4381,4,0.876307
P_438107,9,0.859300
P_43812,4,0.862654
P_438132,9,0.862949
P_438147,8,0.884022
P_438212,11,0.871071
P_438236,16,0.847198
P_438380,10,0.874332
P_438386,21,0.845666
P_438407,18,0.846964
P_438412,10,0.856956
P_438539,10,0.867799
P_438551,6,0.877546
P_438557,8,0.853724
P_438561,10,0.862974
P_438562,9,0.847599
P_438564,11,0.834668
P_438566,16,0.853691
P_438570,3,0.855186
P_438572,5,0.861032
P_438573,22,0.865644
P_438623,2,0.883408
P_438626,2,0.902390
P_438646,10,0.862433
P_438680,3,0.795906
P_438725,1,0.853296
P_438726,7,0.864663
P_438727,9,0.850643
P_438752,11,0.894003
P_438778,6,0.890200
P_438900,6,0.859705
P_43892,9,0.889907
P_438942,8,0.894317
P_43904,5,0.884460
P_439098,6,0.883445
P_43913,9,0.900814
P_439166,7,0.879748
P_439167,7,0.873323
P_439178,19,0.849791
P_439179,14,0.836608
P_439183,11,0.861913
P_439185,12,0.854422
P_439186,4,0.838571
P_439189,12,0.858438
P_439194,16,0.846140
P_439196,11,0.856490
P_439204,2,0.875635
P_439228,3,0.847324
P_439240,6,0.868919
P_439241,5,0.845154
P_439242,8,0.869480
P_439245,13,0.856228
P_439247,11,0.890853
P_439248,11,0.829225
P_439249,5,0.862046
P_439251,4,0.865414
P_439252,3,0.888852
P_439253,9,0.885724
P_439256,7,0.853387
P_439261,10,0.881378
P_439278,11,0.882580
P_439291,11,0.858166
P_439296,10,0.839086
P_439329,11,0.850096
P_439377,5,0.880579
P_439402,13,0.870423
P_439474,15,0.841321
P_439518,23,0.878092
P_439568,9,0.882038
P_439605,19,0.882665
P_439608,12,0.854584
P_439609,11,0.852433
P_439610,14,0.829443
P_439757,5,0.860824
P_43977,5,0.878463
P_43978,14,0.886392
P_439882,7,0.858141
