candidate_pid,kocc10,hub_reference
P_18687,8,0.900758
P_187004,8,0.897245
P_187109,9,0.884766
P_187155,3,0.857133
P_187325,12,0.882732
P_187331,6,0.890442
P_1874,1,0.860173
P_187510,8,0.865398
P_187655,8,0.854649
P_187698,8,0.865190
P_187700,5,0.865478
P_187741,8,0.849677
P_187752,5,0.896445
P_187809,4,0.868803
P_187812,6,0.827946
P_1879,13,0.859239
P_187902,4,0.867910
P_187903,12,0.871782
P_187914,12,0.873183
P_187984,4,0.839169
P_187995,13,0.882860
P_188071,7,0.880017
P_188104,7,0.830680
P_188197,6,0.882839
P_188317,4,0.887363
P_188464,8,0.871541
P_188469,12,0.875835
P_1885,13,0.873124
P_188521,17,0.887993
P_188548,10,0.878140
P_188549,14,0.867824
P_188729,10,0.866538
P_188795,11,0.890449
P_188809,20,0.859677
P_188810,5,0.879815
P_188856,9,0.890294
P_1889,10,0.839944
P_188902,10,0.873687
P_188906,7,0.874884
P_188908,10,0.854204
P_189004,2,0.884364
P_189024,12,0.877720
P_18913,13,0.878719
P_189232,20,0.842687
P_189238,19,0.874138
P_189372,7,0.840871
P_189373,10,0.883464
P_189404,7,0.867025
P_189419,8,0.876730
P_18947,8,0.898854
P_189525,8,0.857836
P_18953,10,0.879284
P_189567,7,0.886880
P_189574,13,0.879798
P_189725,3,0.864534
P_18978,8,0.859225
P_18988,7,0.834078
P_189927,7,0.868608
P_189928,9,0.876585
P_189931,10,0.891936
P_189979,4,0.875596
P_190175,12,0.879995
P_190202,8,0.895385
P_190379,6,0.883198
P_190406,4,0.872907
P_190491,5,0.876626
P_190511,10,0.853101
P_190513,5,0.874596
P_190514,8,0.874253
P_190515,9,0.881005
P_190516,7,0.875617
P_190518,8,0.845647
P_190519,7,0.850593
P_190520,6,0.817879
P_190521,3,0.822075
P_190529,5,0.868844
P_190598,15,0.885614
P_190599,8,0.893702
P_190704,10,0.875185
P_190707,9,0.876797
P_190715,7,0.876373
P_190720,14,0.867032
P_190770,2,0.889030
P_190786,6,0.884549
P_190905,18,0.868202
P_190921,14,0.849321
P_190987,3,0.885469
P_191114,15,0.851653
P_191122,16,0.854462
P_191123,8,0.884990
P_191143,5,0.881890
P_191202,8,0.893882
P_191230,1,0.877026
P_191344,10,0.870725
P_191347,8,0.876035
P_191352,13,0.873294
P_191376,8,0.842098
P_191383,17,0.854877
P_191387,12,0.880805
P_191424,13,0.854735
P_191608,6,0.841166
P_191636,4,0.887142
P_191761,18,0.853793
P_191768,7,0.854917
P_191806,14,0.874694
P_191874,12,0.885533
P_191937,8,0.887051
P_191943,9,0.830051
P_191958,6,0.810307
P_191973,13,0.830357
P_191974,6,0.872489
P_191986,5,0.882296
P_192143,12,0.884707
P_192155,11,0.849764
P_192160,14,0.884684
P_192163,12,0.890016
P_192173,4,0.858584
P_192178,4,0.862294
P_192179,7,0.871485
P_192199,13,0.882797
P_192212,22,0.860449
P_192366,9,0.844908
P_1924,6,0.761714
P_192560,10,0.800979
P_192561,12,0.865701
P_192594,8,0.871849
P_192595,13,0.864885
P_192611,3,0.855251
P_192667,6,0.887756
P_192775,6,0.844667
P_192821,7,0.833905
P_192834,15,0.873354
P_192835,20,0.872840
P_192836,16,0.855270
P_192842,11,0.862551
P_192847,18,0.845381
P_192868,8,0.875242
P_193069,17,0.873975
P_193099,7,0.898262
P_193278,3,0.870769
P_193298,2,0.891466
P_1933,11,0.789577
P_1934,6,0.851861
P_193566,7,0.860820
P_1936,7,0.805475
P_193626,6,0.861984
P_19365,7,0.891980
P_193689,7,0.874865
P_193762,11,0.848395
P_193900,14,0.858243
P_193902,14,0.858713
P_193903,15,0.824989
P_194100,9,0.863327
P_194103,10,0.898334
P_19413,2,0.862805
P_19419,9,0.865374
P_19420,11,0.871865
P_19425,3,0.872574
P_1944,7,0.855095
P_194421,7,0.874573
P_194422,11,0.872144
P_194423,12,0.864448
P_194456,5,0.859869
P_194458,6,0.878219
P_194509,9,0.881753
P_194514,10,0.876685
P_194572,10,0.815504
P_194725,13,0.858823
P_194781,16,0.856203
P_194786,26,0.844881
P_194822,10,0.859195
P_194824,4,0.888653
P_194831,8,0.892397
P_195006,5,0.816723
P_195007,5,0.871217
P_19508,4,0.900346
P_19509,4,0.853009
P_19510,0,0.894711
P_195107,7,0.884734
P_195138,6,0.885398
P_195262,12,0.890297
P_195327,4,0.875243
P_195352,8,0.853034
P_195353,5,0.858965
P_195412,11,0.843683
P_195556,25,0.849566
P_19558,12,0.836229
P_195743,5,0.827481
P_195879,4,0.881931
P_195882,18,0.891861
P_195926,12,0.831676
P_195937,3,0.884924
P_195972,7,0.895396
P_1960,9,0.808206
P_196009,12,0.842321
P_196025,4,0.867839
P_1961,7,0.838773
P_196143,20,0.873517
P_196148,9,0.868010
P_196236,13,0.838341
P_1963,15,0.783469
P_196363,4,0.892214
P_196370,18,0.861875
P_196380,6,0.845160
P_196529,9,0.880260
P_196676,7,0.832816
P_196679,3,0.857821
P_196711,7,0.853309
P_196788,15,0.840599
P_196899,11,0.863213
P_196904,18,0.813617
P_19698,10,0.863042
P_197002,11,0.848498
P_197014,4,0.873470
P_197016,8,0.873384
P_197025,14,0.849002
P_197103,11,0.853997
P_197166,1,0.842519
P_197167,9,0.873608
P_197318,9,0.852257
P_197337,8,0.895645
P_197341,4,0.876003
P_197402,4,0.836327
P_197418,17,0.865707
P_197419,9,0.856673
P_197450,8,0.827454
P_197456,6,0.849390
P_19748,7,0.860999
P_19749,7,0.885658
P_197511,7,0.857110
P_197559,7,0.855762
P_197562,5,0.847305
P_197563,5,0.868187
P_197625,8,0.858668
P_197651,10,0.862408
P_197654,6,0.857580
P_197667,6,0.878099
P_197710,4,0.854142
P_197718,8,0.843525
P_197725,10,0.857941
P_197859,14,0.889630
P_197898,5,0.859237
P_197900,16,0.860238
P_197902,10,0.844550
P_197904,14,0.824210
P_19791,9,0.882591
P_197917,6,0.884805
P_19792,3,0.892000
P_197936,6,0.877932
P_197938,4,0.853283
P_197940,14,0.848638
P_198000,7,0.891355
P_198050,11,0.864585
P_198052,24,0.851665
P_198053,9,0.863774
P_198054,7,0.859995
P_198055,9,0.867734
P_198058,19,0.834904
P_198060,13,0.850783
P_198062,13,0.890503
P_198079,24,0.831375
P_198104,8,0.859779
P_198136,18,0.868102
P_198156,6,0.838567
P_198254,6,0.879896
P_198286,10,0.849617
P_198294,7,0.843705
P_198298,9,0.866251
P_198301,21,0.872626
P_198313,20,0.847331
P_198343,2,0.844443
P_198432,13,0.864540
P_1985,3,0.847953
P_198526,9,0.865673
P_198532,6,0.858059
P_198562,9,0.845633
P_198631,21,0.859538
P_19878,5,0.890288
P_198869,9,0.883900
P_198887,8,0.869408
P_198940,7,0.870937
P_199,13,0.882057
P_19903,11,0.812922
P_199067,7,0.857983
P_19909,3,0.845753
P_19912,12,0.878710
P_19927,21,0.855692
P_199332,6,0.854075
P_199348,7,0.818316
P_199359,19,0.838749
P_199360,5,0.854055
P_199369,10,0.779502
P_199379,25,0.868037
P_199536,6,0.870814
P_19955,12,0.877781
P_19957,11,0.884241
P_19958,7,0.845923
P_199684,9,0.871703
P_19969,3,0.773350
P_199726,12,0.856129
P_19973,7,0.866139
P_199739,8,0.853277
P_199741,8,0.821847
P_199753,15,0.867077
P_19976,9,0.894726
P_19977,6,0.887164
P_199778,7,0.866798
P_19979,4,0.874394
P_19980,13,0.870009
P_199866,16,0.844740
P_199944,8,0.892182
P_199979,10,0.858209
P_20005,0,0.830431
P_200096,2,0.863783
P_200098,6,0.862227
P_200118,13,0.845213
P_200119,12,0.865983
P_200147,4,0.869894
P_20015,6,0.823552
P_200152,8,0.864280
P_200223,14,0.845437
P_2003,8,0.887729
P_200315,7,0.893795
P_20036,23,0.843869
P_200390,12,0.854647
P_200397,3,0.865044
P_20049,6,0.835441
P_200504,8,0.893570
P_200542,10,0.907292
P_20064,6,0.889144
P_200647,6,0.885825
P_200667,17,0.860404
P_20069,13,0.848310
P_200838,11,0.855488
P_20097,10,0.864381
P_201132,8,0.865092
P_201134,14,0.874957
P_201137,20,0.873155
P_201138,14,0.871550
P_201140,16,0.877935
P_20120,10,0.849836
P_201270,10,0.825940
P_201327,6,0.875103
P_201388,23,0.847088
P_201445,8,0.877618
P_201544,2,0.888770
P_201604,10,0.850047
P_201605,11,0.875171
P_201608,15,0.867767
P_201618,8,0.874109
P_20162,4,0.882531
P_201621,6,0.845859
P_201662,7,0.867604
P_2018,9,0.841815
P_20183,11,0.860870
P_20186,7,0.888177
P_201942,4,0.882044
P_201957,11,0.862619
P_201971,7,0.873601
P_202083,7,0.860577
P_202091,8,0.866018
P_202092,9,0.849787
P_202129,14,0.850412
P_202213,8,0.902095
P_202224,15,0.874266
P_20226,8,0.866627
P_202264,19,0.854743
P_2024,7,0.886490
P_20240,5,0.884890
P_20254,8,0.854552
P_20257,18,0.850217
P_202759,6,0.897789
P_202853,8,0.884340
P_202898,7,0.872966
P_20298,8,0.843330
P_20299,5,0.871944
P_202996,18,0.857408
P_20300,5,0.860197
P_20301,5,0.871666
P_20321,8,0.849411
P_20325,9,0.829921
P_2034,3,0.890089
P_203442,13,0.878571
P_203479,11,0.861042
P_2036,11,0.855030
P_203605,7,0.870626
P_203606,9,0.848116
P_203609,3,0.826482
P_203610,9,0.858129
P_203614,5,0.861722
P_203690,3,0.870656
P_203691,9,0.851787
P_203693,5,0.892649
P_203700,14,0.877407
P_203702,9,0.859199
P_203810,7,0.875871
P_203852,9,0.881534
P_203922,6,0.864434
P_203975,10,0.888752
P_203977,6,0.904069
P_204065,4,0.881744
P_204067,9,0.885320
P_20414,10,0.899168
P_20415,5,0.877500
P_204171,4,0.882991
P_20421,7,0.857539
P_204276,6,0.857687
P_20442,11,0.873047
P_204551,13,0.851492
P_204559,4,0.856983
P_204626,10,0.886370
P_204721,3,0.868808
P_204723,8,0.866120
P_204730,10,0.842696
P_204751,4,0.874775
P_204841,13,0.871036
P_204877,1,0.876304
P_204984,2,0.864703
P_205016,6,0.881855
P_205027,9,0.876181
P_20524,7,0.855199
P_205374,16,0.861819
P_20539,6,0.867786
P_20541,11,0.878557
P_20542,6,0.854370
P_205433,3,0.871687
P_20545,11,0.861258
P_20546,8,0.862553
P_205614,13,0.872820
P_205741,7,0.841680
P_205747,3,0.885501
P_205812,14,0.880260
P_205814,16,0.876384
P_205819,8,0.889797
P_205820,3,0.887465
P_205824,7,0.878702
P_205855,10,0.885053
P_205891,12,0.877438
P_205937,5,0.898314
P_2060,15,0.859761
P_20601,2,0.859281
P_206061,8,0.889115
P_206063,11,0.863715
P_206064,14,0.849810
P_206088,13,0.877850
P_206090,12,0.861839
P_20610,7,0.853956
P_206152,3,0.891661
P_20616,5,0.879925
P_206186,8,0.864996
P_20622,14,0.852704
P_206295,9,0.880818
P_20632,6,0.826028
P_20639,14,0.840118
P_206470,19,0.877151
P_206514,7,0.887073
P_20660,11,0.874950
P_206781,3,0.888245
P_206789,8,0.887260
P_206799,2,0.885818
P_206854,19,0.854543
P_206878,11,0.872814
P_206887,6,0.879251
P_207028,11,0.869101
P_20710,5,0.833028
P_207167,2,0.885547
P_207296,14,0.894654
P_207342,5,0.876272
P_207382,4,0.886334
P_207404,6,0.873129
P_207427,15,0.864920
P_20745,5,0.855068
P_207585,12,0.866996
P_207654,11,0.865618
P_207678,11,0.834071
P_207683,14,0.835802
P_207686,12,0.836014
P_207688,12,0.826295
P_20769,12,0.860353
P_207690,21,0.812589
P_207696,7,0.826602
P_207709,5,0.876208
P_207713,3,0.890759
P_207782,9,0.886879
P_207806,7,0.864006
P_207867,7,0.879518
P_207900,9,0.865100
P_207981,9,0.877880
P_207986,6,0.861570
P_208038,12,0.883061
P_208050,14,0.860501
P_208097,21,0.874453
P_208120,9,0.843471
P_208123,17,0.872562
P_208126,9,0.869823
P_208127,6,0.894260
P_208132,7,0.868753
P_208133,7,0.879544
P_208134,10,0.871169
P_208136,11,0.880639
P_208137,13,0.868916
P_208139,12,0.850389
P_208144,5,0.873295
P_2082,6,0.899180
P_208276,5,0.880719
P_208466,4,0.885918
P_208519,7,0.855812
P_20858,13,0.898145
P_208639,13,0.834461
P_208641,1,0.873042
P_208735,7,0.858903
P_208777,3,0.881417
P_208817,4,0.888745
P_208968,7,0.824727
P_209175,14,0.803748
P_20921,12,0.896441
P_209345,8,0.808581
P_209378,6,0.864410
P_209413,8,0.875090
P_209420,10,0.891260
P_209468,8,0.841562
P_209481,9,0.832055
P_20960,14,0.869732
P_20962,5,0.852028
P_209790,4,0.872833
P_209812,8,0.839785
P_20991,6,0.887691
P_209936,7,0.877919
P_209995,4,0.883599
P_210013,9,0.901681
P_210150,4,0.849172
P_210151,8,0.841509
P_210232,8,0.851332
P_21025,7,0.880493
P_21037,15,0.857362
P_21042,17,0.860365
P_21053,4,0.880608
P_21058,11,0.874705
P_210636,12,0.864874
P_210637,5,0.834113
P_210638,11,0.823489
P_21064,8,0.884211
P_210640,3,0.860171
P_210684,13,0.871541
P_21082,4,0.900190
P_21084,3,0.864802
P_210872,6,0.903832
P_210895,13,0.876222
P_210910,16,0.798987
P_21095,5,0.900006
P_210996,11,0.840086
P_2110,11,0.865781
P_211000,5,0.844603
P_211002,8,0.839337
P_211003,9,0.873177
P_21105,7,0.905169
P_211099,6,0.890961
P_211150,10,0.871096
P_211156,6,0.885332
P_211170,11,0.863955
P_211189,5,0.878333
P_211289,9,0.877005
P_211326,11,0.861271
P_21135,6,0.874340
P_211393,9,0.845576
P_211439,8,0.873512
P_211441,5,0.866255
P_211500,3,0.838846
P_211548,6,0.877794
P_21162,12,0.850750
P_211730,6,0.845208
P_21189,3,0.901465
P_211902,3,0.849016
P_21199,7,0.895167
P_21208,9,0.848397
P_212160,7,0.885740
P_212165,12,0.859727
P_212175,5,0.883005
P_212303,15,0.857731
P_212381,18,0.897206
P_212385,4,0.848152
P_212386,2,0.854536
P_212410,5,0.858053
P_21247,3,0.904788
P_212500,2,0.856551
P_212512,7,0.866129
P_212569,4,0.863112
P_212587,13,0.840518
P_212617,9,0.875295
P_21263,14,0.871630
P_21264,13,0.866898
P_21266,5,0.866009
P_212666,11,0.877446
P_212667,13,0.882739
P_21268,14,0.869623
P_21269,8,0.849616
P_212737,3,0.850097
P_212758,11,0.878380
P_212759,11,0.889879
P_21277,4,0.888496
P_21287,11,0.845852
P_212897,2,0.881002
P_21295,3,0.893775
P_212971,5,0.875190
P_212976,10,0.884493
P_213016,7,0.887551
P_21302,8,0.888126
P_213046,6,0.882993
P_213104,12,0.854698
P_213105,11,0.856800
P_213392,17,0.892654
P_213410,2,0.891220
P_21352,13,0.866947
P_21373,5,0.863328
P_21374,5,0.876205
P_21385,4,0.883508
P_213893,9,0.837887
P_213993,10,0.871788
P_214001,4,0.819983
P_214036,10,0.899889
P_214046,3,0.888712
P_214048,5,0.898566
P_214174,2,0.872146
P_214183,6,0.889917
P_214416,8,0.876809
P_214466,7,0.821287
P_214467,17,0.888027
P_214472,6,0.885804
P_214473,10,0.857140
P_214506,8,0.835020
P_214511,5,0.873676
P_214512,9,0.871909
P_214515,13,0.849197
P_214519,6,0.816327
P_214665,20,0.863437
P_214666,8,0.857627
P_214667,6,0.855061
P_214685,5,0.850313
P_214688,10,0.860438
P_21469,10,0.854908
P_21470,7,0.880614
P_214722,2,0.893570
P_214793,8,0.890320
P_215049,5,0.861244
P_215086,2,0.885932
P_215089,6,0.840496
P_215233,3,0.801164
P_21527,10,0.835483
P_21528,14,0.855288
P_215391,6,0.861827
P_215542,3,0.900983
P_215605,17,0.863771
P_2158,9,0.859430
P_215853,9,0.904691
P_215876,11,0.839859
P_215909,6,0.830221
P_215918,10,0.847504
P_215982,6,0.880175
P_216005,4,0.869317
P_216183,2,0.861430
P_216238,8,0.849809
P_216240,7,0.877110
P_216356,16,0.865331
P_216484,3,0.890477
P_216491,18,0.869011
P_216658,3,0.899455
P_216675,6,0.883771
P_216737,8,0.854912
P_216883,6,0.862361
P_216930,12,0.870724
P_21695,12,0.878690
P_217161,8,0.866605
P_2172,15,0.865876
P_21720,11,0.864903
P_21722,11,0.865532
P_217265,8,0.867328
P_217414,10,0.865789
P_217421,8,0.845171
P_217530,12,0.796366
P_21757,6,0.886642
P_217603,8,0.884674
P_217607,2,0.873860
P_217622,12,0.866134
P_21763,11,0.898003
P_21775,4,0.875523
P_217766,4,0.900942
P_217883,9,0.877127
P_217884,4,0.878499
P_217893,12,0.872662
P_217947,3,0.891750
P_218,1,0.878334
P_218105,13,0.895841
P_21817,3,0.856584
P_218178,7,0.852795
P_218179,11,0.840825
P_218180,4,0.856256
P_218216,3,0.866921
P_218230,3,0.896715
P_218231,5,0.852828
P_21828,10,0.866637
P_218361,14,0.820199
P_21838,8,0.883357
P_21841,13,0.877000
P_21842,5,0.844269
P_21843,7,0.854587
P_218560,3,0.853118
P_218561,0,0.880068
P_2186,10,0.858845
P_218626,4,0.890618
P_218681,3,0.851567
P_219066,8,0.877433
P_219288,6,0.865432
P_219553,14,0.860891
P_219571,8,0.888671
P_219596,4,0.899443
P_219608,10,0.836807
P_219629,8,0.857844
P_219678,14,0.861196
P_219761,10,0.863492
P_219764,2,0.857225
P_219797,22,0.869514
P_219847,10,0.835626
P_219848,3,0.857937
P_219849,8,0.800020
P_219850,13,0.835041
P_219855,8,0.846721
P_219864,8,0.842755
P_219865,13,0.860098
P_21993,5,0.896504
P_22,6,0.897170
P_22028,2,0.899803
P_22053,9,0.889589
P_22066,5,0.860577
P_22078,8,0.822579
P_220802,8,0.860645
P_220803,5,0.889571
P_22084,10,0.874126
P_22085,6,0.854638
P_22086,6,0.866663
P_220880,5,0.848148
P_220910,12,0.890028
P_220926,4,0.883668
P_22111,4,0.894347
P_221273,6,0.863653
P_22129,11,0.889693
P_221391,8,0.874892
P_22147,7,0.891294
P_22148,8,0.868120
P_221488,5,0.871924
P_221491,7,0.884822
P_221513,3,0.885915
P_22157,10,0.877058
P_22159,9,0.870069
P_221641,7,0.885726
P_221656,7,0.883606
P_221659,11,0.875619
P_221718,14,0.855467
P_221719,3,0.850901
P_221758,7,0.871516
P_221763,11,0.874193
P_221773,17,0.879636
P_221797,13,0.837757
P_221866,14,0.870215
P_221869,2,0.890293
P_22192,6,0.855841
P_221923,7,0.835285
P_222091,14,0.838809
P_22210,5,0.869020
P_22214,6,0.868582
P_22216,6,0.876694
P_222302,7,0.863538
P_222508,17,0.848905
P_222511,5,0.864429
P_22254,8,0.870875
P_222590,9,0.858677
P_22260,16,0.838790
P_222658,2,0.885161
P_222673,15,0.880704
P_222678,7,0.875103
P_222695,2,0.887503
P_222702,10,0.879488
P_22286,6,0.885368
P_222878,4,0.880017
P_222880,4,0.838480
P_222887,6,0.881088
P_22289,6,0.896591
P_222890,8,0.845229
P_222891,8,0.878883
P_222897,9,0.880714
P_222906,18,0.861650
P_22310,9,0.891287
P_223227,1,0.895430
P_223228,6,0.862218
P_223265,6,0.884794
P_223271,5,0.889366
P_223295,13,0.875502
P_223314,12,0.871625
P_223316,9,0.886301
P_223350,10,0.853706
P_223581,3,0.873807
P_223588,9,0.852385
P_223624,5,0.859840
P_223629,4,0.863603
P_223817,15,0.859532
P_22388,2,0.861808
P_223911,4,0.864457
P_223928,10,0.896123
P_224018,10,0.841384
P_224025,9,0.854707
P_224028,9,0.853216
P_22406,6,0.900391
P_224251,8,0.880678
P_224606,8,0.860328
P_224609,6,0.851120
P_22462,3,0.876469
P_22463,8,0.866974
P_224642,5,0.825826
P_224666,11,0.847011
P_224906,4,0.859008
P_225069,10,0.875125
P_22526,3,0.891615
P_225281,4,0.880631
P_225297,8,0.895353
P_225467,13,0.861517
P_22547,3,0.872114
P_225483,4,0.864926
P_225493,7,0.891962
P_225497,12,0.833242
P_22554,5,0.858353
P_225541,11,0.836617
P_225550,5,0.840817
P_22557,5,0.898002
P_225583,10,0.860168
P_22559,7,0.885149
P_225775,10,0.895085
P_22581,15,0.861612
P_22585,7,0.886906
P_225875,9,0.844340
P_225943,6,0.865084
P_225946,9,0.845889
P_225951,6,0.874783
P_225957,8,0.866696
P_225958,6,0.897784
P_225959,11,0.815423
P_225991,25,0.863348
P_226,14,0.879040
P_226016,8,0.873441
P_226028,5,0.866256
P_226035,15,0.848859
P_226036,14,0.869796
P_226039,8,0.854154
P_226042,4,0.864443
P_226046,9,0.864761
P_226051,8,0.882982
P_226065,10,0.846810
P_226089,6,0.877749
P_226104,3,0.892258
P_226141,10,0.857469
P_226149,11,0.867908
P_226156,11,0.860419
P_226175,16,0.869412
P_226375,10,0.890654
P_226403,5,0.879090
P_226451,14,0.874840
P_226468,4,0.872865
P_226609,13,0.884199
P_22661,10,0.861905
P_226710,12,0.843569
P_226969,10,0.840599
P_226997,9,0.840673
P_227053,9,0.870665
P_2271,13,0.901851
P_227182,6,0.885517
P_227244,14,0.902067
P_227397,3,0.869163
P_227447,9,0.844055
P_227449,15,0.824099
P_22760,8,0.877005
P_227762,11,0.855194
P_227799,5,0.870655
P_2279,6,0.889793
P_228003,4,0.902548
P_228033,5,0.884148
P_228050,12,0.850625
P_228227,9,0.890001
P_2283,11,0.901928
P_22839,15,0.868167
P_228633,4,0.860679
P_228808,7,0.819366
P_228881,16,0.874409
P_228939,2,0.871232
P_228942,8,0.870929
P_228945,4,0.839029
P_228963,11,0.862340
P_228984,4,0.870401
P_22908,13,0.815339
P_229095,4,0.880090
P_229140,7,0.858703
P_229229,5,0.894406
P_22925,5,0.880844
P_22927,5,0.873053
P_22937,6,0.839514
P_22944,15,0.847765
P_229453,11,0.851076
P_229457,13,0.818330
P_22946,19,0.837207
P_22947,6,0.853078
P_22952,14,0.877766
P_22954,9,0.844033
P_22955,9,0.843163
P_229554,5,0.835949
P_22962,14,0.848815
P_22963,12,0.845212
P_229672,4,0.894076
P_22971,5,0.846686
P_22974,16,0.872948
P_229916,13,0.871714
P_23,0,0.864076
P_230025,7,0.833797
P_230101,15,0.877667
P_230107,21,0.877928
P_230110,11,0.867897
P_23018,10,0.861655
P_2302,4,0.850323
P_230230,13,0.878011
P_230280,13,0.839752
P_230405,10,0.841131
P_230601,15,0.858788
P_230610,9,0.867273
P_230739,9,0.892154
P_230985,4,0.889439
P_231038,7,0.858636
P_23107,6,0.869538
P_231076,12,0.880543
P_23111,11,0.861957
P_23115,20,0.855942
P_23117,12,0.866659
P_23120,2,0.889705
P_23127,9,0.857564
P_23133,7,0.871166
P_231334,13,0.883889
P_23142,8,0.867892
P_23153,7,0.860856
P_23154,14,0.856003
P_23155,1,0.819875
P_231574,11,0.886779
P_231628,9,0.867606
P_23165,9,0.896761
P_2317,5,0.875964
P_231781,2,0.868162
P_231881,8,0.871779
P_231916,5,0.884902
P_231950,8,0.821872
P_231958,6,0.844315
P_232100,16,0.848069
P_232148,10,0.859950
P_232311,11,0.869202
P_232312,14,0.865932
P_23239,1,0.863948
P_232420,6,0.820731
P_232531,4,0.894004
P_232565,17,0.821764
P_232585,9,0.842091
P_232588,4,0.890229
P_232596,4,0.879807
P_232720,11,0.899874
P_232786,10,0.880359
P_232788,6,0.869449
P_232973,19,0.845578
P_232992,13,0.862704
P_233,9,0.876161
P_233011,14,0.862595
P_233140,8,0.851816
P_233192,5,0.854569
P_233383,2,0.875276
P_233399,9,0.854298
P_233405,6,0.858437
P_233418,23,0.837511
P_233428,6,0.846660
P_233430,4,0.847253
P_233464,8,0.891989
P_233537,4,0.857412
P_233597,16,0.866672
P_233671,10,0.886093
P_233725,10,0.819336
P_233845,9,0.875566
P_234,9,0.874357
P_234166,0,0.858703
P_234293,8,0.890562
P_234299,7,0.821493
P_234319,9,0.854997
P_23441,7,0.869217
P_23452,4,0.885766
P_23453,7,0.882580
P_23455,14,0.853545
P_234634,9,0.898976
P_234649,11,0.861681
P_234650,9,0.835940
P_23483,11,0.883201
P_23485,4,0.886223
P_234850,6,0.865994
P_23489,12,0.848980
P_234951,6,0.895941
P_234979,7,0.883997
P_234980,2,0.880430
P_234995,7,0.881932
P_234996,8,0.879524
P_235026,9,0.862120
P_235027,7,0.866878
P_235028,8,0.860986
P_235039,3,0.874810
P_235045,10,0.851592
P_235091,6,0.858553
P_23515,7,0.871516
P_23516,4,0.839780
P_235183,10,0.848604
P_23521,7,0.867470
P_23526,11,0.857340
P_2354,6,0.896655
P_23544,3,0.879399
P_235598,4,0.861393
P_235612,11,0.853489
P_235613,12,0.853203
P_23563,15,0.898200
P_235635,11,0.882298
P_235707,3,0.849306
P_235738,9,0.869973
P_23575,4,0.871048
P_23586,16,0.845946
P_23587,13,0.851355
P_23588,17,0.853251
P_23589,8,0.842882
P_235957,2,0.893177
P_23601,4,0.861253
P_236088,6,0.867605
P_236167,5,0.886705
P_23623,10,0.877448
P_23627,11,0.859471
P_23628,5,0.885703
P_236374,5,0.880040
P_236429,7,0.885030
P_236534,14,0.861945
P_236541,8,0.876678
P_236599,19,0.841671
P_236627,3,0.841670
P_236628,12,0.876614
P_236817,9,0.865783
P_236984,20,0.859805
P_237127,5,0.903068
P_23725,9,0.849892
P_23737,6,0.895419
P_23738,11,0.895597
P_237423,14,0.861853
P_237450,10,0.879041
P_237457,19,0.861334
P_23753,4,0.873846
P_237664,5,0.842234
P_23767,9,0.818083
P_23772,8,0.868835
P_237724,6,0.855757
P_23776,5,0.886618
P_23782,12,0.877535
P_237976,13,0.836611
P_237977,5,0.828429
P_237978,10,0.858496
P_238008,11,0.875367
P_238013,7,0.856009
P_238296,4,0.889333
P_23841,3,0.894864
P_238441,5,0.859794
P_238442,4,0.873718
P_23846,12,0.888759
P_238461,17,0.863936
P_238540,1,0.859841
P_238613,23,0.872851
P_238705,10,0.825727
P_238818,5,0.883274
P_238887,10,0.862928
P_238955,7,0.854923
P_23907,2,0.856289
P_23912,10,0.862279
P_23915,6,0.869168
P_23917,10,0.821330
P_23923,3,0.798504
P_23924,10,0.827092
P_23926,4,0.859574
P_2393,4,0.893861
P_23941,9,0.861591
P_239452,12,0.890669
P_23947,16,0.854576
P_23948,3,0.854595
P_23952,3,0.870160
P_23955,10,0.849868
P_239555,13,0.814754
P_239573,4,0.866731
P_239812,7,0.872302
P_239901,11,0.872775
P_239993,8,0.863302
P_240006,7,0.877100
P_240007,7,0.856454
P_240197,9,0.866300
P_240211,6,0.845408
P_240389,5,0.866738
P_240411,11,0.888327
P_240416,5,0.881437
P_240468,9,0.830801
P_240472,7,0.885402
P_240548,7,0.879178
P_240615,4,0.884945
P_240706,3,0.860208
P_240801,13,0.862822
P_240803,4,0.884415
P_240804,11,0.892436
P_240805,12,0.870357
P_240811,7,0.874991
P_240822,11,0.811891
P_24086,5,0.866611
P_240926,7,0.878992
P_241027,11,0.876748
P_241193,9,0.846863
P_241323,7,0.891311
P_24143,9,0.891746
P_241454,4,0.887238
P_241653,7,0.862089
P_241664,13,0.878874
P_241665,8,0.866139
P_241687,5,0.890180
P_241818,12,0.852621
P_241858,5,0.858487
P_241920,12,0.810227
P_2420,10,0.891772
P_242063,4,0.871905
P_242082,4,0.883884
P_242110,11,0.872728
P_242120,6,0.872443
P_242128,7,0.864291
P_242171,4,0.871490
P_24222,11,0.889676
P_24223,9,0.882107
P_242360,10,0.863345
P_242464,14,0.902325
P_242507,14,0.881837
P_242510,10,0.884297
P_242572,3,0.837834
P_242615,13,0.826387
P_242624,5,0.856208
P_242636,11,0.845491
P_2427,9,0.880333
P_242723,2,0.900518
P_242734,3,0.895534
P_242735,2,0.855908
P_242753,6,0.879158
P_24280,11,0.863713
P_242805,11,0.867384
P_24282,7,0.853799
P_242823,5,0.906465
P_242828,3,0.903768
P_24285,1,0.868475
P_242880,17,0.876297
P_242903,9,0.897287
P_243043,2,0.830703
P_243047,16,0.827079
P_243049,11,0.865868
P_243075,5,0.843953
P_243103,7,0.842884
