top1,top2,margin_1_2,margin_1_10,mean_top10,std_top10,mean_top100,entropy_top100,row_mean,row_std,z_top1,query_pid,query_wid,query_kocc10,top1_kocc10,top1_hub_reference
0.9645593762397766,0.9633115530014038,0.0012478232383728027,0.03615617752075195,0.9434648513793945,0.012760259980421762,0.8519941568374634,4.116629719628615,0.09841759832375196,0.25389688377761715,3.411391920316944,P_100,W_100,19,19,0.8420532011985778
0.9152973890304565,0.8852053880691528,0.03009200096130371,0.09793210029602051,0.8601676106452942,0.028270021917114394,0.7849338978528977,4.190972074890569,0.18552298465014988,0.24095723771957292,3.02864695530164,P_1002,W_1002,5,7,0.8943498796224594
0.921255350112915,0.8879299759864807,0.033325374126434326,0.0707862377166748,0.8772125899791717,0.017328590841634114,0.7965394920110702,4.201201628112367,0.0009595013200800952,0.3018824268834411,3.048524083666252,P_100518,W_5549,3,7,0.8868941333889961
0.950594425201416,0.9474418759346008,0.0031525492668151855,0.016929566860198975,0.9404800474643707,0.005307818224134091,0.9115569686889649,4.563527770082705,0.417425713662434,0.3283158090984875,1.6239507716712456,P_10081,W_48,2,13,0.8569663581252098
0.9748761653900146,0.9683247208595276,0.0065514445304870605,0.02755659818649292,0.9550478518009186,0.008691209593996004,0.9247695988416672,4.556151638485671,0.44692475768135553,0.29482502565011465,1.7907279293631535,P_101001,W_101001,9,6,0.854520355463028
0.9497998952865601,0.9455561637878418,0.004243731498718262,0.034743666648864746,0.9324143290519714,0.011767094365104482,0.8531807893514634,4.254038768626299,0.1249087350127562,0.27452706978685454,3.0047716639064137,P_101081,W_5071,8,10,0.9039221182465553
0.949800968170166,0.8732684850692749,0.07653248310089111,0.12419146299362183,0.8535796165466308,0.035034613425895256,0.7418133467435837,3.4992361669298915,0.05319443535848481,0.22451543293204518,3.9935184904597025,P_10129,W_10129,5,12,0.8746054941415786
0.9675363302230835,0.9532442092895508,0.014292120933532715,0.06516057252883911,0.9304211556911468,0.022691783844377107,0.8505925858020782,4.188274271384032,0.1057869028526918,0.2591894919978533,3.32478535578211,P_101399,W_55442,13,11,0.8767532554268836
0.9471818208694458,0.9391724467277527,0.008009374141693115,0.039614319801330566,0.9224444508552552,0.01281938978501297,0.8507825499773025,4.301916196773429,0.1814397357289528,0.2823712705104697,2.7118271761623474,P_101400,W_103,4,5,0.8474005565047265
0.9778650999069214,0.9721004366874695,0.005764663219451904,0.01567375659942627,0.9676155388355255,0.004702650919945385,0.9378717827796936,4.559244013466945,0.3298050152779721,0.3723490693666333,1.7404638226424485,P_101419,W_10212,24,29,0.8604082652926445
0.9503315687179565,0.9442989826202393,0.006032586097717285,0.08285695314407349,0.9051621913909912,0.02630428115488423,0.7434555399417877,3.1954908260329966,-0.02358057280536093,0.2548712395170911,3.8211927848932046,P_10144,W_10144,10,9,0.869379014968872
0.9727229475975037,0.9697037935256958,0.0030191540718078613,0.0064490437507629395,0.9683433771133423,0.0018253313021314873,0.9476740026473999,4.58046878296723,0.37635009748643833,0.3808007330088327,1.5661021589884028,P_101442,W_63854,14,19,0.8723334378004074
0.9355894923210144,0.9253430962562561,0.0102463960647583,0.061717212200164795,0.9007615566253662,0.02082774061545575,0.8225793415307998,4.220389800674987,0.1999816195781107,0.2629829406129563,2.797169546532425,P_101515,W_2393,5,11,0.8951626405119896
0.936703622341156,0.9084226489067078,0.028280973434448242,0.07408356666564941,0.8960386097431183,0.018378706853704213,0.7942198938131333,3.98453664090925,0.10700140986116886,0.24527185393450446,3.3827860766207674,P_101520,W_3162,10,13,0.8826078367233277
0.9046590328216553,0.8915697932243347,0.013089239597320557,0.10256367921829224,0.8433710634708405,0.03094202356250965,0.7385338324308396,3.796425660557098,0.0605119141032671,0.22118746871336328,3.8164328369275817,P_101529,W_10788,6,2,0.8850596565008163
0.931249737739563,0.9082737565040588,0.02297598123550415,0.08898943662643433,0.8735026240348815,0.02637568598759398,0.7973643088340759,4.171124648017633,0.1647267200458642,0.293731044534283,2.6096084562883988,P_101533,W_15519,5,12,0.8336959332227707
0.9420065879821777,0.9307858943939209,0.011220693588256836,0.03815352916717529,0.9168188691139221,0.011658622792645266,0.876280512213707,4.515882411556816,0.4111557686926317,0.2596737790266934,2.0442988940863853,P_101534,W_3177,3,7,0.8805679449439049
0.9553045630455017,0.9499377608299255,0.005366802215576172,0.02317202091217041,0.9409139335155488,0.007718784904786633,0.9096542608737945,4.552236680589564,0.3355543657069559,0.3229901330701781,1.9187898758565791,P_101536,W_22451,16,9,0.8732125240564347
0.9374794960021973,0.9337841868400574,0.0036953091621398926,0.038690149784088135,0.9203758001327514,0.012086668264729638,0.8204909884929656,4.038857153246563,0.1588004660944319,0.24720549522138907,3.149926053250783,P_1017,W_1017,7,11,0.903718703687191
0.9584996104240417,0.9549549221992493,0.0035446882247924805,0.01699882745742798,0.9493544638156891,0.0053757505374024146,0.9280882614850998,4.583149127565848,0.41206979126033194,0.3423590944604671,1.5960721593309717,P_101853,W_28493,3,11,0.8330709967017174
