query_wid,s1_first,hyb_first,class
W_30326,73,73,A
W_13208,1,1,R
W_22084,4,1,R
W_14379,100,100,A
W_111535,1,1,R
W_14379,1,1,R
W_3978,1,1,R
W_115728,3,1,R
W_115054,5,1,R
W_11471,251,251,A
W_375,1,1,R
W_10154,25,8,B_not_promoted
W_1278,1,1,R
W_1443,1,1,R
W_40419,40,40,A
W_1033,16,6,B_not_promoted
W_31360,11,1,R
W_4692,181,181,A
W_2768,115,115,A
W_10788,1345,1345,A
W_3170,2,2,B_not_promoted
W_6102,26,3,B_not_promoted
W_209,19,3,B_not_promoted
W_3237,71,71,A
W_14969,1788,1788,A
W_3673,52,52,A
W_9508,3209,3209,A
W_2474,4756,4756,A
W_14485,1,1,R
W_14485,17,7,B_not_promoted
W_679,4,1,R
W_679,102,102,A
W_679,3,1,R
W_679,5,3,B_not_promoted
W_867,1,1,R
W_100,300,300,A
W_53687,47,47,A
W_14501,2,2,B_not_promoted
W_14501,18,1,R
W_14501,19,9,B_not_promoted
W_53687,83,83,A
W_5616,27,3,B_not_promoted
W_1002,2,9,B_demoted
W_49809,39,39,A
W_1278,218,218,A
W_22,15,2,B_not_promoted
W_10576,27,4,B_not_promoted
W_13873,18,14,B_not_promoted
W_9290,1,1,R
W_87425,370,370,A
W_11667,462,462,A
W_5440,65,65,A
W_1454,10585,10585,A
W_5118,6,17,B_demoted
W_9290,6,1,R
W_4841,7,1,R
W_10851,52,52,A
W_5552,145,145,A
W_116516,19,2,B_not_promoted
W_116516,44,44,A
W_116516,201,201,A
W_9560,30,5,B_not_promoted
W_116516,107,107,A
W_89492,7,9,B_demoted
W_6549,11,1,R
W_6549,5,1,R
W_1454,2,3,B_demoted
W_1983,2066,2066,A
W_27477,2,1,R
W_5162,101,101,A
W_114490,185,185,A
W_4689,43,43,A
W_50379,81,81,A
W_26111,455,455,A
W_23772,278,278,A
W_12137,8,14,B_demoted
W_114810,19,1,R
W_44137,160,160,A
W_11484,14,8,B_not_promoted
W_116565,115,115,A
W_116565,62,62,A
W_12137,67,67,A
W_53262,54,54,A
W_116565,160,160,A
W_116565,4,11,B_demoted
W_116565,163,163,A
W_116565,8,21,B_demoted
W_35472,1,16,B_demoted
W_40702,361,361,A
W_65609,217,217,A
W_64372,321,321,A
W_97460,1,1,R
W_7580,2,15,B_demoted
W_14662,1,1,R
W_9131,2143,2143,A
W_6394,615,615,A
W_3174,1,1,R
W_28784,1,1,R
W_11249,1,1,R
W_53997,363,363,A
W_27320,252,252,A
W_5534,296,296,A
W_82146,711,711,A
W_116622,100,100,A
W_38517,173,173,A
W_116622,32,32,A
W_7577,913,913,A
W_10576,44,44,A
W_116622,12,14,B_demoted
W_10577,634,634,A
W_116622,36,36,A
W_1308,3,2,B_not_promoted
W_1478,1,1,R
W_82146,22,14,B_not_promoted
W_14599,78,78,A
W_1478,30,5,B_not_promoted
W_148,12,5,B_not_promoted
W_1478,929,929,A
W_69970,10,1,R
W_11657,60,60,A
W_10065,29,30,B_demoted
W_67609,2,1,R
W_67609,4,1,R
W_13549,149,149,A
W_1478,8,1,R
W_1153,4,1,R
W_4726,1,1,R
W_67609,69,69,A
W_5515,93,93,A
W_40120,100,100,A
W_44137,278,278,A
W_594,2,1,R
W_69970,23,14,B_not_promoted
W_67609,17,17,B_not_promoted
W_67609,62,62,A
W_42997,455,455,A
W_4655,40,40,A
W_5294,12,10,B_not_promoted
W_12317,384,384,A
W_8202,8,1,R
W_4267,2,3,B_demoted
W_5958,268,268,A
W_46288,9,1,R
W_42488,38,38,A
W_67609,105,105,A
W_115692,960,960,A
W_1616,20,16,B_not_promoted
W_3260,11,7,B_not_promoted
W_4267,317,317,A
W_662,27,1,R
W_1153,8,1,R
W_9092,11,1,R
W_13873,516,516,A
W_3177,2,1,R
W_6464,24,1,R
W_14969,3,1,R
W_5515,17,1,R
W_954,3,1,R
W_5438,45,45,A
W_594,27,1,R
W_7253,24,1,R
W_5162,33,33,A
W_399,1,1,R
W_35389,84,84,A
W_35389,135,135,A
W_882,75,75,A
W_35389,194,194,A
W_35389,308,308,A
W_35389,34,34,A
W_42521,16,17,B_demoted
W_54816,450,450,A
W_82877,19,2,B_not_promoted
W_32202,1,1,R
W_5231,46,46,A
W_23142,1,1,R
W_4884,7,25,B_demoted
W_1130,14,1,R
W_4762,14,11,B_not_promoted
W_662,585,585,A
W_9263,554,554,A
W_6394,1,1,R
W_3928,1,1,R
W_21025,72,72,A
W_6394,1,1,R
W_4158,8,9,B_demoted
W_52851,1,3,B_demoted
W_6031,953,953,A
W_662,700,700,A
W_20036,334,334,A
W_59319,1102,1102,A
W_6031,4,11,B_demoted
W_7578,31,31,A
W_7213,48,48,A
W_4694,624,624,A
W_6031,253,253,A
W_4939,21,22,B_demoted
W_94,235,235,A
W_13204,24,21,B_not_promoted
W_26687,19,1,R
W_37513,2,1,R
W_30246,1,1,R
W_30246,1394,1394,A
W_117403,2463,2463,A
W_1812,1,1,R
W_15223,498,498,A
W_15223,159,159,A
W_34086,1,1,R
W_1153,175,175,A
W_6807,534,534,A
W_731,1,1,R
W_3858,1294,1294,A
W_6453,7,1,R
W_28687,2,1,R
W_3237,1,1,R
W_4689,3,1,R
W_117450,3,1,R
W_117450,2,2,B_not_promoted
W_6292,21,4,B_not_promoted
W_55068,2,1,R
W_10781,46,46,A
W_10846,933,933,A
W_161,6,1,R
W_3170,59,59,A
W_15300,1,1,R
W_3928,1,1,R
W_4655,20,1,R
W_1276,1,1,R
W_32058,165,165,A
W_36064,14,2,B_not_promoted
W_18507,251,251,A
W_9262,319,319,A
W_15385,1,1,R
W_86795,71,71,A
W_12968,4152,4152,A
W_4801,109,109,A
W_25511,395,395,A
W_4884,30,3,B_not_promoted
W_54461,2,1,R
W_31003,8,23,B_demoted
W_2928,1,1,R
W_209,7,1,R
W_886,20,11,B_not_promoted
W_19789,3,1,R
W_1276,1,1,R
W_5216,8,1,R
W_29060,40,40,A
W_6031,1,1,R
W_284,10,5,B_not_promoted
W_7446,2,1,R
W_9576,3,9,B_demoted
W_40876,413,413,A
W_7816,69,69,A
W_27913,316,316,A
W_15519,2,1,R
W_15519,2,1,R
W_6485,1,23,B_demoted
W_117791,36,36,A
W_117791,41,41,A
W_209,23,8,B_not_promoted
W_71702,3,2,B_not_promoted
W_40702,25,7,B_not_promoted
W_41946,18,1,R
W_117791,36,36,A
W_117849,261,261,A
W_117849,53,53,A
W_117849,1,1,R
W_117849,1,1,R
W_117849,11,1,R
W_117849,2,1,R
W_42488,37,37,A
W_26542,92,92,A
W_51980,50,50,A
W_117883,195,195,A
W_117883,537,537,A
W_52851,1,5,B_demoted
W_10913,242,242,A
W_117883,46,46,A
W_117883,62,62,A
W_117883,752,752,A
W_117883,132,132,A
W_1055,360,360,A
W_22948,21,3,B_not_promoted
W_117883,258,258,A
W_103771,43,43,A
W_117883,111,111,A
W_46288,45,45,A
W_50379,1,1,R
W_20710,4,7,B_demoted
W_22084,1,1,R
W_23165,167,167,A
W_2911,3,1,R
W_303,6,9,B_demoted
W_677,2,1,R
W_65049,67,67,A
W_4843,20,8,B_not_promoted
W_4158,115,115,A
W_19985,6202,6202,A
W_7284,338,338,A
W_7284,52,52,A
W_6403,8,1,R
W_5958,28,22,B_not_promoted
W_6097,5,1,R
W_9643,1,1,R
W_5283,57,57,A
W_303,2,1,R
W_12542,44,44,A
W_22084,20,1,R
W_1596,12,5,B_not_promoted
W_76174,269,269,A
W_12031,1347,1347,A
W_7284,19,1,R
W_5655,1574,1574,A
W_7284,840,840,A
W_65609,8,24,B_demoted
W_2901,118,118,A
W_656,3,1,R
W_167,10,1,R
W_9560,4,1,R
W_32595,67,67,A
W_841,3,1,R
W_1650,1,1,R
W_7284,62,62,A
W_7284,44,44,A
W_115251,47,47,A
W_42521,270,270,A
W_7762,451,451,A
W_17866,1,2,B_demoted
W_87758,1046,1046,A
W_7284,307,307,A
W_27911,7,8,B_demoted
W_64593,97,97,A
W_97460,21,19,B_not_promoted
W_22961,1865,1865,A
W_21958,2626,2626,A
W_12140,10,1,R
W_22148,15,1,R
W_7816,2,1,R
W_1596,1,1,R
W_20185,300,300,A
W_11471,78,78,A
W_13698,3,12,B_demoted
W_5616,9,1,R
W_1596,3,2,B_not_promoted
W_1596,345,345,A
W_4829,148,148,A
W_114490,325,325,A
W_4814,352,352,A
W_11472,130,130,A
W_10847,7,1,R
W_27919,6,21,B_demoted
W_7284,237,237,A
W_7284,11,1,R
W_4541,87,87,A
W_4541,3,3,B_not_promoted
W_101220,19,28,B_demoted
W_118399,366,366,A
W_7818,5,1,R
W_11794,9,1,R
W_101220,9,5,B_not_promoted
W_24522,354,354,A
W_5102,53,53,A
W_46851,1,1,R
W_1596,454,454,A
W_47674,38,38,A
W_3203,82,82,A
W_161,28,3,B_not_promoted
W_1596,6614,6614,A
W_200724,3,14,B_demoted
W_6485,48,48,A
W_1378,19,12,B_not_promoted
W_882,27,17,B_not_promoted
W_23627,118,118,A
W_2901,162,162,A
W_22,5726,5726,A
W_118543,1,1,R
W_118399,250,250,A
W_998,75,75,A
W_6437,13,9,B_not_promoted
W_1278,1,1,R
W_19789,38,38,A
W_462,2,10,B_demoted
W_6807,1,1,R
W_6870,8,18,B_demoted
W_20036,1228,1228,A
W_4698,115,115,A
W_99743,43,43,A
W_6939,48,48,A
W_7279,1,1,R
W_6939,12,2,B_not_promoted
W_3260,811,811,A
W_19903,6,19,B_demoted
W_76174,4,1,R
W_4354,822,822,A
W_2696,7,2,B_not_promoted
W_27894,348,348,A
W_26111,16,17,B_demoted
W_22286,23,30,B_demoted
W_677,75,75,A
W_8387,19,1,R
W_12168,3,1,R
W_30246,14,8,B_not_promoted
W_17662,3,1,R
W_12317,5,1,R
W_27320,140,140,A
W_39055,1,1,R
W_40199,27,21,B_not_promoted
W_118713,75,75,A
W_118713,813,813,A
W_11473,278,278,A
W_3237,2,1,R
W_1894,1,1,R
W_29130,2,1,R
W_58781,90,90,A
W_25511,208,208,A
W_67609,15,2,B_not_promoted
W_7253,42,42,A
W_1812,1,1,R
W_118713,1,3,B_demoted
W_118713,4,5,B_demoted
W_64445,3,1,R
W_10472,1,3,B_demoted
W_21828,1,1,R
W_14485,1,1,R
W_6602,1,1,R
W_118849,1,1,R
W_113615,1,1,R
W_42338,91,91,A
W_6464,1,1,R
W_4829,18,5,B_not_promoted
W_1443,2,1,R
W_118823,1300,1300,A
W_23627,54,54,A
W_6441,88,88,A
W_115707,173,173,A
W_63854,70,70,A
W_7249,2482,2482,A
W_1616,8,19,B_demoted
W_23772,1,1,R
W_20069,34,34,A
W_63854,93,93,A
W_10313,115,115,A
W_118399,541,541,A
W_3264,786,786,A
W_30552,213,213,A
W_53040,112,112,A
W_3245,647,647,A
W_39438,33,33,A
W_28547,2,1,R
W_20069,264,264,A
W_13549,321,321,A
W_34353,2,1,R
W_27641,14,16,B_demoted
W_119158,90,90,A
W_119158,15,12,B_not_promoted
W_119158,7,11,B_demoted
W_119158,2,2,B_not_promoted
W_6939,1,2,B_demoted
W_119158,101,101,A
W_119158,678,678,A
W_20185,5,6,B_demoted
W_42311,3,1,R
W_1650,1,1,R
W_11859,31,31,A
W_27919,688,688,A
W_13698,106,106,A
W_58781,11,29,B_demoted
W_4854,72,72,A
W_6031,1,1,R
W_4837,363,363,A
W_33804,578,578,A
W_8387,136,136,A
W_5912,2,16,B_demoted
W_16560,1,1,R
W_16560,1,1,R
W_564,17,1,R
W_22,13,16,B_demoted
W_18,1,1,R
W_118543,55,55,A
W_272,21,19,B_not_promoted
W_118713,11,1,R
W_14229,348,348,A
W_9276,70,70,A
W_118713,748,748,A
W_30209,17,3,B_not_promoted
W_76174,106,106,A
W_37947,7,1,R
W_886,12,24,B_demoted
W_2901,174,174,A
W_27911,49,49,A
W_115814,4,1,R
W_7116,90,90,A
W_76174,34,34,A
W_78838,1,1,R
W_10717,12,9,B_not_promoted
W_5912,3,1,R
W_4767,1268,1268,A
W_367,1563,1563,A
W_4267,2,1,R
W_17053,3,1,R
W_6093,6,1,R
W_2083,3,20,B_demoted
W_20036,115,115,A
W_119473,65,65,A
W_119473,206,206,A
W_119473,29,25,B_not_promoted
W_167,1,1,R
W_7116,392,392,A
W_53040,189,189,A
W_28547,1,1,R
W_28547,17,1,R
W_28547,10,1,R
W_10931,4,23,B_demoted
W_118713,219,219,A
W_6536,1,1,R
W_5118,27,4,B_not_promoted
W_7583,666,666,A
W_7257,187,187,A
W_6536,1,1,R
W_20257,1,1,R
W_39438,211,211,A
W_12159,3,3,B_not_promoted
W_12137,7,6,B_not_promoted
W_27894,29,2,B_not_promoted
W_1616,2,1,R
W_11534,68,68,A
W_76574,185,185,A
W_55861,5,14,B_demoted
W_42997,25,3,B_not_promoted
W_56239,115,115,A
W_4867,94,94,A
W_9671,10,1,R
W_9006,1,5,B_demoted
W_7202,60,60,A
W_119680,3,1,R
W_10902,2443,2443,A
W_1276,1,1,R
W_119680,67,67,A
W_119680,4,1,R
W_119680,24,13,B_not_promoted
W_119680,29,30,B_demoted
W_119695,24,6,B_not_promoted
W_119695,4,4,B_not_promoted
W_26542,256,256,A
W_115814,25,1,R
W_31360,70,70,A
W_14485,1,1,R
W_14485,1,1,R
W_14485,2,1,R
W_118713,1,16,B_demoted
W_2673,3,1,R
W_18507,46,46,A
W_43997,33,33,A
W_7816,357,357,A
W_106883,199,199,A
W_20110,12,2,B_not_promoted
W_6485,96,96,A
W_9560,1021,1021,A
W_7446,2,1,R
W_117791,24,6,B_not_promoted
W_119695,5,17,B_demoted
W_119695,9,1,R
W_8824,22,1,R
W_114947,25,11,B_not_promoted
W_117791,42,42,A
W_119695,45,45,A
W_119695,14,1,R
W_119695,9,4,B_not_promoted
W_26111,324,324,A
W_119695,6,4,B_not_promoted
W_91786,4,22,B_demoted
W_119996,880,880,A
W_119996,41,41,A
W_119996,176,176,A
W_119996,41,41,A
W_20049,210,210,A
W_10902,10,1,R
W_4916,5,1,R
W_119996,3,1,R
W_1616,3,2,B_not_promoted
W_10216,8,2,B_not_promoted
W_7116,12,5,B_not_promoted
W_17053,3,1,R
W_17053,1,1,R
W_6441,1440,1440,A
W_119996,336,336,A
W_119996,346,346,A
W_97632,846,846,A
W_119996,704,704,A
W_10472,4,1,R
W_4762,103,103,A
W_3245,22,3,B_not_promoted
W_119996,14,9,B_not_promoted
W_8673,1,1,R
W_119996,32,32,A
W_114490,89,89,A
W_10906,160,160,A
W_27894,6,11,B_demoted
W_1939,1418,1418,A
W_1792,936,936,A
W_6602,4,1,R
W_10216,90,90,A
W_209,19,2,B_not_promoted
W_68472,250,250,A
W_7284,15,16,B_demoted
W_4841,2,1,R
W_1812,21,25,B_demoted
W_31938,1,1,R
W_27320,118,118,A
W_111510,92,92,A
W_4685,11,2,B_not_promoted
W_17274,370,370,A
W_17274,5,1,R
W_5141,1,1,R
W_272,69,69,A
W_2768,2,1,R
W_22084,1,1,R
W_19903,5354,5354,A
W_10931,92,92,A
W_39520,19,2,B_not_promoted
W_5342,83,83,A
W_5549,37,37,A
W_7249,1,1,R
W_14019,166,166,A
W_10237,2280,2280,A
W_5388,6,1,R
W_9271,4,1,R
W_6093,424,424,A
W_4846,1032,1032,A
W_9508,686,686,A
W_6163,76,76,A
W_299,4,1,R
W_9508,101,101,A
W_6210,47,47,A
W_11051,19,2,B_not_promoted
W_4354,1,2,B_demoted
W_886,101,101,A
W_93655,295,295,A
W_2759,58,58,A
W_7762,424,424,A
W_19945,165,165,A
W_9131,18,1,R
W_3414,71,71,A
W_5724,1,1,R
W_284,46,46,A
W_20541,5,1,R
W_12968,22,1,R
W_175,10,1,R
W_1305,6,1,R
W_6417,10,1,R
W_5396,3,1,R
W_119996,133,133,A
W_28221,232,232,A
W_102577,264,264,A
W_564,159,159,A
W_114608,476,476,A
W_102577,332,332,A
W_25150,9,1,R
W_12795,110,110,A
W_83296,82,82,A
W_102577,4,2,B_not_promoted
W_29380,2,1,R
W_22926,41,41,A
W_10338,1,1,R
W_10338,114,114,A
W_39438,42,42,A
W_5549,4,1,R
W_14485,14,1,R
W_97632,228,228,A
W_20064,3,4,B_demoted
W_167,12,1,R
W_1443,2,1,R
W_10472,1,1,R
W_882,2,1,R
W_11054,5,7,B_demoted
W_91786,14,7,B_not_promoted
W_9665,8,1,R
W_17671,6305,6305,A
W_17671,285,285,A
W_3497,293,293,A
W_1650,6,1,R
W_23165,8,9,B_demoted
W_1769,209,209,A
W_14379,4,6,B_demoted
W_119680,2,1,R
W_10846,148,148,A
W_10237,120,120,A
W_10685,151,151,A
W_9560,83,83,A
W_39520,1,1,R
W_9103,1,1,R
W_226,1,1,R
W_656,763,763,A
W_25113,1,1,R
W_704,1,1,R
W_13222,2,1,R
W_9644,10,1,R
W_42054,2,1,R
W_13693,3,1,R
W_4244,2,1,R
W_4244,1,1,R
W_4244,123,123,A
W_4244,27,2,B_not_promoted
W_4244,179,179,A
W_4244,3,1,R
W_4244,2,1,R
W_367,2,1,R
W_662,1,1,R
W_64648,86,86,A
W_8213,3,1,R
W_5534,527,527,A
W_9358,2,11,B_demoted
W_53351,333,333,A
W_6417,17,8,B_not_promoted
W_1153,2,1,R
W_1153,1,1,R
W_26,1,1,R
W_7116,39,39,A
W_10745,247,247,A
W_3978,8,1,R
W_40251,22,19,B_not_promoted
W_17866,14,4,B_not_promoted
W_17866,22,9,B_not_promoted
W_51980,44,44,A
W_27894,77,77,A
W_367,1,1,R
W_32595,100,100,A
W_179,1,1,R
W_5233,56,56,A
W_1792,2,1,R
W_20084,2124,2124,A
W_10313,75,75,A
W_9704,20,14,B_not_promoted
W_118399,223,223,A
W_101220,43,43,A
W_1795,12,12,B_not_promoted
W_6464,1,1,R
W_30552,320,320,A
W_10846,122,122,A
W_28493,23,26,B_demoted
W_10846,21,14,B_not_promoted
W_92417,138,138,A
W_9574,332,332,A
W_10846,72,72,A
W_10846,40,40,A
W_179,2,1,R
W_4726,19,2,B_not_promoted
W_199,107,107,A
W_5368,3,1,R
W_62475,5910,5910,A
W_121182,1,1,R
W_121182,1,1,R
W_383,967,967,A
W_10846,6,1,R
W_64627,35,35,A
W_115814,2,1,R
W_26988,2,1,R
W_1812,1,1,R
W_22084,43,43,A
W_71702,16,26,B_demoted
W_102577,10,16,B_demoted
W_121296,106,106,A
W_121296,55,55,A
W_6939,10,27,B_demoted
W_69943,11,1,R
W_69943,25,20,B_not_promoted
W_4704,28,11,B_not_promoted
W_112910,173,173,A
W_39525,1,1,R
W_5616,2,1,R
W_5954,1,10,B_demoted
W_35206,289,289,A
W_886,8,3,B_not_promoted
W_34086,1,2,B_demoted
W_34086,1,1,R
W_111408,9,3,B_not_promoted
W_18505,9,1,R
W_121182,41,41,A
W_18505,7,1,R
W_10576,6,6,B_not_promoted
W_121360,5,1,R
W_10154,53,53,A
W_121360,6,1,R
W_121360,6,1,R
W_3353,3,1,R
W_9376,23,24,B_demoted
W_121360,2,23,B_demoted
W_121360,4,1,R
W_119473,17,4,B_not_promoted
W_1055,154,154,A
W_39785,97,97,A
W_1376,50,50,A
W_3061,1527,1527,A
W_1276,1,1,R
W_209,11,3,B_not_promoted
W_121401,199,199,A
W_121401,821,821,A
W_121401,33,33,A
W_1650,1,1,R
W_2976,32,32,A
W_4726,1,1,R
W_115054,5,1,R
W_3858,4,1,R
W_20622,2,1,R
W_7247,24,1,R
W_43195,1,1,R
W_9644,169,169,A
W_118543,1418,1418,A
W_43997,4,15,B_demoted
W_11798,1,1,R
W_121495,1,1,R
W_121504,2,1,R
W_121504,41,41,A
W_11516,1,1,R
W_119695,61,61,A
W_3145,3,6,B_demoted
W_53997,1,1,R
W_40876,88,88,A
W_40876,15,5,B_not_promoted
W_40876,754,754,A
W_40876,40,40,A
W_40876,15,3,B_not_promoted
W_115251,1,1,R
W_45948,4,5,B_demoted
W_56781,3,27,B_demoted
W_5368,4,1,R
W_3092,4,1,R
W_40924,176,176,A
W_10526,1760,1760,A
W_10685,34,34,A
W_3858,3,1,R
W_121296,79,79,A
W_121360,13,1,R
W_184,1,1,R
W_121548,44,44,A
W_121548,33,33,A
W_7961,30,3,B_not_promoted
W_5534,13,9,B_not_promoted
W_59150,2,1,R
W_121548,93,93,A
W_4852,1133,1133,A
W_3858,50,50,A
W_10847,8,1,R
W_9358,49,49,A
W_10577,172,172,A
W_114742,1,1,R
W_22154,123,123,A
W_18507,10,1,R
W_38171,63,63,A
W_10851,103,103,A
W_40702,15,9,B_not_promoted
W_10838,12,16,B_demoted
W_19912,31,31,A
W_21695,32,32,A
W_11794,97,97,A
W_23772,12,3,B_not_promoted
W_48320,29,9,B_not_promoted
W_3858,3,3,B_not_promoted
W_98770,18,1,R
W_20257,204,204,A
W_28784,307,307,A
W_6870,1,2,B_demoted
W_91786,37,37,A
W_9132,4,29,B_demoted
W_18507,571,571,A
W_3744,1,1,R
W_113615,1,1,R
W_117417,9,2,B_not_promoted
W_10129,1,1,R
W_59150,84,84,A
W_59150,394,394,A
W_59150,1,2,B_demoted
W_11485,1,1,R
W_6784,4,1,R
W_4698,102,102,A
W_98311,108,108,A
W_932,12,17,B_demoted
W_10129,123,123,A
W_20036,48,48,A
W_35206,8,3,B_not_promoted
W_4217,303,303,A
W_9671,9,7,B_not_promoted
W_226,2,1,R
W_54466,6,14,B_demoted
W_3092,9,16,B_demoted
W_117450,156,156,A
W_6870,8,2,B_not_promoted
W_10154,15,1,R
W_886,29,2,B_not_promoted
W_117417,133,133,A
W_10685,20,1,R
W_3092,1,1,R
W_246,5,1,R
W_299,1,1,R
W_19985,784,784,A
W_36064,54,54,A
W_3245,47,47,A
W_41771,3288,3288,A
W_56781,2,3,B_demoted
W_401,1,2,B_demoted
W_22286,1,1,R
W_73656,310,310,A
W_40971,51,51,A
W_25154,23,8,B_not_promoted
W_121360,640,640,A
W_10907,32,32,A
W_3170,72,72,A
W_2930,6,1,R
W_42054,1,1,R
W_5102,3,4,B_demoted
W_20610,1,1,R
W_10577,1,1,R
W_1108,3,1,R
W_121852,361,361,A
W_59952,287,287,A
W_1795,263,263,A
W_5396,309,309,A
W_121548,108,108,A
W_121852,372,372,A
W_12792,3630,3630,A
W_42488,183,183,A
W_121852,70,70,A
W_121852,102,102,A
W_12159,60,60,A
W_114947,16,8,B_not_promoted
W_121852,176,176,A
W_121852,418,418,A
W_1364,1,2,B_demoted
W_14662,13,8,B_not_promoted
W_1108,1,1,R
W_108692,1,20,B_demoted
W_61933,212,212,A
W_42054,18,1,R
W_24522,288,288,A
W_4012,64,64,A
W_3061,1,1,R
W_7584,128,128,A
W_10914,75,75,A
W_11667,103,103,A
W_12031,54,54,A
W_1130,928,928,A
W_7213,223,223,A
W_14229,138,138,A
W_114490,36,36,A
W_6807,33,33,A
W_59150,6,1,R
W_25154,241,241,A
W_100,227,227,A
W_22,124,124,A
W_13695,3,1,R
W_26941,1,1,R
W_10237,5,1,R
W_6464,1,1,R
W_121360,8,1,R
W_10338,2,1,R
W_33251,3,7,B_demoted
W_243,940,940,A
W_6097,9,8,B_not_promoted
W_15519,6,2,B_not_promoted
W_42934,212,212,A
W_42934,287,287,A
W_42934,122,122,A
W_42934,109,109,A
W_42934,105,105,A
W_42934,17,29,B_demoted
W_42934,18,2,B_not_promoted
W_42934,5,2,B_not_promoted
W_42934,9,13,B_demoted
W_43012,221,221,A
W_122183,17,6,B_not_promoted
W_122183,276,276,A
W_122183,25,2,B_not_promoted
W_122183,9,1,R
W_122183,11,19,B_demoted
W_122183,5778,5778,A
W_122183,202,202,A
W_122183,499,499,A
W_119473,276,276,A
W_12792,71,71,A
W_42311,3,4,B_demoted
W_56366,16,22,B_demoted
W_5440,129,129,A
W_5440,259,259,A
W_4655,16,3,B_not_promoted
W_115728,29,9,B_not_promoted
W_122254,98,98,A
W_122254,16,24,B_demoted
W_122254,307,307,A
W_20049,3,2,B_not_promoted
W_65609,32,32,A
W_122254,72,72,A
W_122254,88,88,A
W_53262,411,411,A
W_11823,103,103,A
W_9263,5,1,R
W_4843,46,46,A
W_83871,55,55,A
W_11006,248,248,A
W_27477,5,2,B_not_promoted
W_1443,3,1,R
W_27579,4,1,R
W_27579,723,723,A
W_184,3,3,B_not_promoted
W_2110,1,1,R
W_3061,2,1,R
W_8202,22,1,R
W_32531,26,2,B_not_promoted
W_3270,4,1,R
W_22926,54,54,A
W_38171,73,73,A
W_1924,1,1,R
W_32062,2,1,R
W_43088,1,1,R
W_39525,1,1,R
W_7249,123,123,A
W_32408,1,1,R
W_994,1,1,R
W_7580,40,40,A
W_5316,87,87,A
W_5316,114,114,A
W_5316,11,1,R
W_5316,35,35,A
W_10913,227,227,A
W_18507,6,13,B_demoted
W_209,23,1,R
W_6549,5,2,B_not_promoted
W_1924,4,1,R
W_1924,4,1,R
W_1924,1,1,R
W_21817,2,6,B_demoted
W_6403,4,3,B_not_promoted
W_32202,3,1,R
W_34699,1,4,B_demoted
W_9266,7,1,R
W_3245,594,594,A
W_11641,150,150,A
W_9665,18,9,B_not_promoted
W_111408,62,62,A
W_11014,2,1,R
W_1812,1,2,B_demoted
W_13208,21,1,R
W_1939,294,294,A
W_122499,20,24,B_demoted
W_122499,117,117,A
W_122499,41,41,A
W_2427,2,1,R
W_122499,16,8,B_not_promoted
W_122499,27,24,B_not_promoted
W_122499,41,41,A
W_1055,1,1,R
W_75372,262,262,A
W_10914,11,9,B_not_promoted
W_10852,16,7,B_not_promoted
W_53687,113,113,A
W_53687,62,62,A
W_53687,4,9,B_demoted
W_12031,636,636,A
W_11779,376,376,A
W_19508,41,41,A
W_19508,393,393,A
W_19508,61,61,A
W_20088,1494,1494,A
W_424,4598,4598,A
W_2673,26,3,B_not_promoted
W_52851,1369,1369,A
W_2901,8,5,B_not_promoted
W_20257,127,127,A
W_20049,10,1,R
W_98770,15,10,B_not_promoted
W_19558,2,1,R
W_122602,45,45,A
W_22556,11,1,R
W_112910,44,44,A
W_14229,10,13,B_demoted
W_113724,172,172,A
W_1924,1,1,R
W_122602,866,866,A
W_122602,176,176,A
W_1924,1,1,R
W_119473,20,17,B_not_promoted
W_122602,31,31,A
W_4835,6,1,R
W_1924,1,1,R
W_8850,10,1,R
W_122602,263,263,A
W_122602,54,54,A
W_7816,7,3,B_not_promoted
W_29380,15,8,B_not_promoted
W_45783,170,170,A
W_122709,1,1,R
W_35188,55,55,A
W_10472,4,1,R
W_2158,4,3,B_not_promoted
W_4681,16,2,B_not_promoted
W_7578,86,86,A
W_7577,6,1,R
W_10745,163,163,A
W_46851,767,767,A
W_71702,100,100,A
W_55861,2,1,R
W_56072,1,1,R
W_21828,1,1,R
W_21721,29,12,B_not_promoted
W_7257,367,367,A
W_6441,292,292,A
W_7818,14,2,B_not_promoted
W_121182,15,2,B_not_promoted
W_19748,518,518,A
W_4694,989,989,A
W_9092,9,1,R
W_9006,1,1,R
W_7762,589,589,A
W_92417,499,499,A
W_39785,4,1,R
W_69943,110,110,A
W_19353,98,98,A
W_80336,1,1,R
W_21013,5,1,R
W_9262,17,8,B_not_promoted
W_29045,60,60,A
W_119473,286,286,A
W_122815,46,46,A
W_122815,1,1,R
W_19789,18,1,R
W_122815,29,29,B_not_promoted
W_19789,7,1,R
W_2901,206,206,A
W_2901,1042,1042,A
W_111854,98,98,A
W_11516,18,1,R
W_10851,7,7,B_not_promoted
W_10851,60,60,A
W_10851,126,126,A
W_69914,1,1,R
W_10851,102,102,A
W_10851,104,104,A
W_10851,72,72,A
W_102577,304,304,A
W_122815,1,1,R
W_122729,4,2,B_not_promoted
W_122815,266,266,A
W_122815,45,45,A
W_50939,3,1,R
W_7584,5,1,R
W_10576,41,41,A
W_9131,1,1,R
W_122815,404,404,A
W_20539,71,71,A
W_69970,17,1,R
W_121296,452,452,A
W_1983,3988,3988,A
