epoch,train_loss,lr,val_map,val_mrr,val_hit@10,epoch_seconds
1,4.085415890876283,0.0009993147673772868,0.08313412460616065,0.08313412460616065,0.14333333333333334,67.54738041699966
2,4.075349929484915,0.0009972609476841365,0.06677953939095559,0.06677953939095559,0.1,68.79435433400067
3,4.057437151036364,0.0009938441702975688,0.08265813513709543,0.08265813513709543,0.12333333333333334,75.05134404099954
4,4.039106318291197,0.0009890738003669028,0.08163956644448647,0.08163956644448647,0.12333333333333334,71.99453725000058
5,4.0306046465609935,0.0009829629131445341,0.07016131957521589,0.07016131957521589,0.09333333333333334,71.1088937079985
6,4.017987910737383,0.0009755282581475769,0.09959555737804728,0.09959555737804728,0.15333333333333332,66.00396587499927
7,4.0000295537583375,0.0009667902132486009,0.08092786179277227,0.08092786179277227,0.15,65.07214208400183
8,3.8852035694933953,0.0009567727288213005,0.09181527984841895,0.09181527984841895,0.2,65.36505108299752
9,3.8538877253836774,0.0009455032620941839,0.08007937361202228,0.08007937361202228,0.18333333333333332,65.25602708299994
10,3.843059666613315,0.0009330127018922195,0.09509145462639265,0.09509145462639265,0.17,65.06159487499826
11,3.806462247320946,0.0009193352839727121,0.0939238990695883,0.0939238990695883,0.2,66.45271670799775
12,3.791155941942905,0.0009045084971874737,0.09856826011544757,0.09856826011544757,0.18333333333333332,65.23136262499975
13,3.7944624576162784,0.0008885729807284855,0.11409623908809001,0.11409623908809001,0.16666666666666666,64.76461400000335
14,3.769698792315544,0.0008715724127386972,0.10984076547220446,0.10984076547220446,0.2,64.85817291700005
15,3.7951421686943543,0.0008535533905932739,0.08777806514069286,0.08777806514069286,0.14666666666666667,68.93455837500005
16,3.776275228946767,0.0008345653031794292,0.09428545591047079,0.09428545591047079,0.15333333333333332,69.21054949999962
17,3.769990773911172,0.0008146601955249187,0.1024290189690388,0.1024290189690388,0.17333333333333334,68.67210500000147
18,3.738502705350835,0.0007938926261462367,0.0998063608583144,0.0998063608583144,0.22666666666666666,68.46640900000057
19,3.731431524804298,0.0007723195175075136,0.11985799814267073,0.11985799814267073,0.20333333333333334,67.7497477500001
20,3.7447936585608947,0.00075,0.10090807921359743,0.10090807921359743,0.18333333333333332,67.9092895419999
21,3.7186299181999045,0.0007269952498697733,0.12052071844088247,0.12052071844088247,0.20666666666666667,64.9278209999975
22,3.7094020031868142,0.0007033683215379002,0.1088226556496678,0.1088226556496678,0.22333333333333333,65.20622970900149
23,3.6837583450560873,0.0006791839747726503,0.12638406516798925,0.12638406516798925,0.23666666666666666,65.29357879199961
24,3.6875937187925296,0.0006545084971874737,0.11150672487113311,0.11150672487113311,0.22,66.19066316599856
25,3.7120730978377323,0.0006294095225512603,0.11185806209935592,0.11185806209935592,0.22666666666666666,64.80960495800173
26,3.6782022942887975,0.0006039558454088795,0.10762329433239579,0.10762329433239579,0.20333333333333334,65.03178141600074
27,3.6921822111657323,0.0005782172325201154,0.10327529449330562,0.10327529449330562,0.22,64.63188387500122
28,3.6597766115310346,0.0005522642316338267,0.12083151363058545,0.12083151363058545,0.21,65.03723683299904
29,3.665136332207538,0.0005261679781214719,0.1087716510956964,0.1087716510956964,0.22333333333333333,66.35794191600144
30,3.6253339432655496,0.0005000000000000001,0.09696897523769157,0.09696897523769157,0.23,66.12402133300202
31,3.625408634226373,0.00047383202187852816,0.10243819744659168,0.10243819744659168,0.19,66.29930149999927
32,3.6265718784738095,0.00044773576836617336,0.07584989009434152,0.07584989009434152,0.21333333333333335,69.1940716249992
33,3.641273523898835,0.0004217827674798846,0.08308715982890237,0.08308715982890237,0.23666666666666666,69.35810570800095
34,3.58923706602543,0.00039604415459112036,0.08963051834752651,0.08963051834752651,0.21,47.895744041998114
35,3.569460797817149,0.00037059047744873974,0.1153128964544039,0.1153128964544039,0.2733333333333333,44.09119825000016
36,3.5478190716276776,0.0003454915028125264,0.10275320203823483,0.10275320203823483,0.21,44.157091584002046
37,3.5404484069093747,0.0003208160252273499,0.10122522792389975,0.10122522792389975,0.24,44.203203749999375
38,3.519050506835288,0.00029663167846210003,0.11368411496574621,0.11368411496574621,0.23333333333333334,44.301919583998824
39,3.503379689886215,0.0002730047501302267,0.13813553140489282,0.13813553140489282,0.26666666666666666,44.3436237499991
40,3.481244290128667,0.00025000000000000017,0.14619434603235645,0.14619434603235645,0.30666666666666664,44.157924125000136
41,3.476065564662852,0.00022768048249248665,0.14779410106217464,0.14779410106217464,0.2733333333333333,44.408620583999436
42,3.439649947146152,0.00020610737385376354,0.15822480602462569,0.15822480602462569,0.31,45.05687145900083
43,3.395603545168613,0.0001853398044750814,0.15477882505639307,0.15477882505639307,0.29333333333333333,45.02023529199869
44,3.4143095878844565,0.0001654346968205711,0.15004834310458734,0.15004834310458734,0.31333333333333335,43.790243832998385
45,3.3651615558786596,0.0001464466094067263,0.1481960518219846,0.1481960518219846,0.3,43.636689750001096
46,3.379058117562152,0.00012842758726130303,0.15917644492502972,0.15917644492502972,0.2966666666666667,43.56354270900192
47,3.349639446177381,0.00011142701927151459,0.1436210376425475,0.1436210376425475,0.2966666666666667,43.57030120800118
48,3.335372858859123,9.549150281252635e-05,0.16186460132889374,0.16186460132889374,0.2966666666666667,43.581245041998045
49,3.3434862380332135,8.066471602728805e-05,0.1678204203097642,0.1678204203097642,0.32,43.615429417000996
50,3.315875915770835,6.698729810778066e-05,0.15518520186740067,0.15518520186740067,0.33,43.624901707997196
51,3.285273105540174,5.449673790581612e-05,0.16138866481510158,0.16138866481510158,0.32,43.6694802910024
52,3.2780689888812127,4.322727117869952e-05,0.15068355847053055,0.15068355847053055,0.30333333333333334,45.50004275000174
53,3.3005630462727646,3.3209786751399136e-05,0.16361892049503812,0.16361892049503812,0.31333333333333335,43.6915252079998
54,3.279410326734502,2.4471741852423238e-05,0.16365526800576077,0.16365526800576077,0.32,43.661643458999606
55,3.296937663504418,1.7037086855465846e-05,0.1580318617004329,0.1580318617004329,0.31333333333333335,43.86334079200242
56,3.258826311598433,1.0926199633097158e-05,0.15519794506359763,0.15519794506359763,0.3433333333333333,43.74348729199846
57,3.274495632090467,6.155829702431172e-06,0.1576437117794904,0.1576437117794904,0.32,43.649743624999246
58,3.240148787802838,2.7390523158633003e-06,0.16823093825807042,0.16823093825807042,0.33,43.120272625001235
59,3.2368629080183964,6.852326227130837e-07,0.15918617326494156,0.15918617326494156,0.32666666666666666,43.43943233400205
60,3.2752182889491954,0.0,0.1645738001431699,0.1645738001431699,0.3466666666666667,43.31349766600033
