query_pid,query_wid,s1_first,s1_ap,cov,none_n96_first,none_n96_ap,profile_cosine_n96_first,profile_cosine_n96_ap,exhaustive_dtw_n96_first,exhaustive_dtw_n96_ap,none_n384_first,none_n384_ap,profile_cosine_n384_first,profile_cosine_n384_ap,exhaustive_dtw_n384_first,exhaustive_dtw_n384_ap
P_349399,W_142008,88,0.008783433562336776,0,88,0.00878343,88,0.00878343,88,0.00878343,88,0.00878343,88,0.00878343,88,0.00878343
P_34940,W_27913,245,0.0031212392263083068,0,245,0.00312124,245,0.00312124,245,0.00312124,245,0.00312124,245,0.00312124,245,0.00312124
P_349633,W_87758,256,0.0024797701688471325,0,256,0.00247977,256,0.00247977,256,0.00247977,256,0.00247977,256,0.00247977,256,0.00247977
P_349647,W_343,1,0.4538028669736303,9,1,0.30251326,1,0.58140233,1,0.58140233,1,0.3512039,1,0.67234933,1,0.67234933
P_349717,W_98770,550,0.005755773139295509,0,550,0.00575577,550,0.00575577,550,0.00575577,550,0.00575577,550,0.00575577,550,0.00575577
P_349787,W_284,12,0.03469482464283336,2,10,0.03562584,21,0.03148122,21,0.03126076,12,0.03423695,14,0.03370276,16,0.03295871
P_3498,W_3497,25,0.01210834817790016,1,20,0.01294168,1,0.09210835,1,0.09210835,14,0.0147274,1,0.09210835,1,0.09210835
P_349837,W_99743,548,0.0021850956520103955,0,548,0.0021851,548,0.0021851,548,0.0021851,548,0.0021851,548,0.0021851,548,0.0021851
P_349979,W_20539,69,0.007025459961677353,0,69,0.00702546,69,0.00702546,69,0.00702546,69,0.00702546,69,0.00702546,69,0.00702546
P_350006,W_27913,24,0.007525257992725427,1,3,0.03183081,23,0.00767622,23,0.00767622,5,0.0207197,22,0.00784091,22,0.00784091
P_350160,W_9263,10,0.021619768530333625,2,6,0.04340909,2,0.1029329,4,0.05432179,4,0.05035353,2,0.1029329,4,0.05987734
P_350162,W_9263,8,0.02181297661896728,1,29,0.01426987,14,0.01734869,14,0.01734869,28,0.0143725,7,0.02330107,7,0.02330107
P_350305,W_2083,5,0.059192571423628604,3,2,0.12436513,5,0.05755612,5,0.05755612,1,0.17644846,1,0.13001989,1,0.13001989
P_350484,W_7762,80,0.0049567146866222956,0,80,0.00495671,80,0.00495671,80,0.00495671,80,0.00495671,80,0.00495671,80,0.00495671
P_350672,W_27911,129,0.004133933230111949,0,129,0.00413393,129,0.00413393,129,0.00413393,129,0.00413393,129,0.00413393,129,0.00413393
P_350674,W_102577,99,0.0028924164399062396,0,99,0.00289242,99,0.00289242,99,0.00289242,99,0.00289242,99,0.00289242,99,0.00289242
P_351108,W_2930,1,0.19928564772581833,4,14,0.09809562,1,0.26940164,1,0.26940164,15,0.09896142,1,0.30683551,1,0.30683551
P_351112,W_7213,29,0.008007104042947352,1,4,0.02596687,7,0.0170383,7,0.0170383,5,0.02180021,6,0.01902243,6,0.01902243
P_351114,W_40924,1425,0.0014746685492246874,0,1425,0.00147467,1425,0.00147467,1425,0.00147467,1425,0.00147467,1425,0.00147467,1425,0.00147467
P_351115,W_115692,35,0.007354474735242881,0,35,0.00735447,35,0.00735447,35,0.00735447,35,0.00735447,35,0.00735447,35,0.00735447
P_351121,W_42311,1,0.22898580584134812,3,10,0.05766822,1,0.169462,1,0.19843025,11,0.05669019,1,0.15912049,1,0.16139321
P_351191,W_799,1,0.4791156411981194,6,10,0.11475524,1,0.29448257,1,0.2913634,11,0.11558609,1,0.41287632,1,0.41141434
P_351218,W_115814,6,0.09556471103100168,4,1,0.30771749,1,0.28919897,1,0.28919897,1,0.30930479,1,0.34105082,1,0.34105082
P_351222,W_1033,1,0.11568785442564468,2,1,0.1143651,3,0.0627778,3,0.0627778,1,0.1143651,1,0.12158011,1,0.12158011
P_351270,W_627,62,0.005046838950165237,0,62,0.00504684,62,0.00504684,62,0.00504684,62,0.00504684,62,0.00504684,62,0.00504684
P_351280,W_12460,20,0.038986461692745854,1,25,0.03815313,22,0.03860767,22,0.03860767,23,0.03844298,20,0.03898646,20,0.03898646
P_351300,W_142439,10,0.012988004581268753,1,25,0.007988,9,0.01391393,9,0.01391393,26,0.0078598,7,0.01655943,7,0.01655943
P_351301,W_142439,30,0.0056927655388075175,1,8,0.01333165,29,0.00578855,29,0.00578855,9,0.01217425,28,0.00589118,28,0.00589118
P_351306,W_21013,581,0.001594918473556071,0,581,0.00159492,581,0.00159492,581,0.00159492,581,0.00159492,581,0.00159492,581,0.00159492
P_351320,W_142440,820,0.0014717036183462034,0,820,0.0014717,820,0.0014717,820,0.0014717,820,0.0014717,820,0.0014717,820,0.0014717
P_351373,W_142439,12,0.01846282721870381,1,24,0.0149906,2,0.05318505,2,0.05318505,24,0.0149906,2,0.05318505,2,0.05318505
P_351374,W_142440,9,0.024878124642725655,1,30,0.01839664,5,0.03228553,5,0.03228553,30,0.01839664,12,0.02256331,12,0.02256331
P_351377,W_142440,14,0.013031221375517842,1,6,0.02096773,17,0.0119808,10,0.01541217,5,0.02374551,9,0.0163381,3,0.03485662
P_351380,W_142439,403,0.0012071870650608933,0,403,0.00120719,403,0.00120719,403,0.00120719,403,0.00120719,403,0.00120719,403,0.00120719
P_351383,W_142440,491,0.00173650239379366,0,491,0.0017365,491,0.0017365,491,0.0017365,491,0.0017365,491,0.0017365,491,0.0017365
P_351386,W_142440,4,0.023979128710774216,1,3,0.03092357,3,0.03092357,3,0.03092357,3,0.03092357,4,0.02397913,4,0.02397913
P_351387,W_142440,10,0.013628724348001836,1,1,0.08862872,1,0.08862872,1,0.08862872,1,0.08862872,1,0.08862872,1,0.08862872
P_35139,W_1130,1,0.11171192112623764,2,7,0.05185742,1,0.185786,1,0.185786,7,0.05185742,1,0.185786,1,0.185786
P_35141,W_1924,1,0.6387867365142514,11,8,0.27215742,1,0.8755403,1,0.8755403,8,0.2667649,1,0.89396135,1,0.89014191
P_35145,W_1478,1,0.2604902990835352,4,14,0.08570965,1,0.37185394,1,0.37185394,13,0.08759727,1,0.37185394,1,0.37185394
P_351459,W_82218,1225,0.0013001078034737832,0,1225,0.00130011,1225,0.00130011,1225,0.00130011,1225,0.00130011,1225,0.00130011,1225,0.00130011
P_35146,W_3237,55,0.0120127302864467,0,55,0.01201273,55,0.01201273,55,0.01201273,55,0.01201273,55,0.01201273,55,0.01201273
P_351472,W_142440,5,0.049969060383298534,2,1,0.14788573,4,0.06223758,4,0.06223758,1,0.18955239,6,0.05529313,6,0.05529313
P_351498,W_142440,24,0.03504140852483236,2,5,0.04823585,2,0.07414494,2,0.07414494,3,0.05992667,2,0.07534112,2,0.07534112
P_35151,W_5616,65,0.014757306601441138,0,65,0.01475731,65,0.01475731,65,0.01475731,65,0.01475731,65,0.01475731,65,0.01475731
P_351626,W_82218,26,0.0053726586997975105,1,6,0.01605642,13,0.00857779,13,0.00857779,6,0.01605642,11,0.00974329,11,0.00974329
P_351798,W_142497,3,0.10281265763836576,2,2,0.08144514,5,0.05929414,5,0.05929414,2,0.08120772,2,0.08892377,2,0.08892377
P_351799,W_142497,44,0.012155073560228971,0,44,0.01215507,44,0.01215507,44,0.01215507,44,0.01215507,44,0.01215507,44,0.01215507
P_351810,W_20710,43,0.014965577429066864,0,43,0.01496558,43,0.01496558,43,0.01496558,43,0.01496558,43,0.01496558,43,0.01496558
P_351826,W_142440,12,0.018576961305779453,1,27,0.01471894,2,0.05329918,2,0.05329918,27,0.01471894,4,0.03246585,4,0.03246585
P_351827,W_142440,4,0.052777081836734276,3,1,0.13691261,1,0.2626436,1,0.2626436,1,0.14042138,1,0.22931027,1,0.22931027
P_351833,W_142440,7,0.022765511461210308,1,22,0.01464863,13,0.01727101,13,0.01727101,18,0.01549038,10,0.01919408,10,0.01919408
P_351850,W_39785,2,0.060315201436602295,2,3,0.05118822,3,0.07618822,3,0.07618822,3,0.04734206,1,0.17341044,1,0.17341044
P_351861,W_142440,25,0.022744183982563074,1,1,0.10274418,3,0.04718863,3,0.04718863,1,0.10274418,2,0.06107752,2,0.06107752
P_351895,W_142440,9,0.017696200829820374,1,20,0.01260361,19,0.01282291,19,0.01282291,21,0.0124052,21,0.0124052,21,0.0124052
P_35190,W_35188,37,0.008620571013781575,0,37,0.00862057,37,0.00862057,37,0.00862057,37,0.00862057,37,0.00862057,37,0.00862057
P_35206,W_35206,32,0.008283667060185778,0,32,0.00828367,32,0.00828367,32,0.00828367,32,0.00828367,32,0.00828367,32,0.00828367
P_352102,W_65049,6,0.037247383145434486,1,25,0.02669183,29,0.02623206,6,0.03724738,19,0.02774446,28,0.02633468,1,0.10669183
P_352104,W_142439,26,0.010886739738398458,1,26,0.01088674,27,0.01076803,27,0.01076803,26,0.01088674,25,0.01101494,25,0.01101494
P_35214,W_1409,330,0.0031254680398783707,0,330,0.00312547,330,0.00312547,330,0.00312547,330,0.00312547,330,0.00312547,330,0.00312547
P_352146,W_20120,58,0.012112578062176286,0,58,0.01211258,58,0.01211258,58,0.01211258,58,0.01211258,58,0.01211258,58,0.01211258
P_352147,W_1353,266,0.00470155082127915,0,266,0.00470155,266,0.00470155,266,0.00470155,266,0.00470155,266,0.00470155,266,0.00470155
P_352148,W_21817,341,0.005401744346266522,0,341,0.00540174,341,0.00540174,341,0.00540174,341,0.00540174,341,0.00540174,341,0.00540174
P_35215,W_10428,4,0.08464595363781846,3,2,0.09057205,1,0.23852526,1,0.23852526,2,0.08931891,1,0.2718586,1,0.2718586
P_35217,W_3097,1,0.2216373471110935,6,1,0.23212931,1,0.48049688,1,0.52216355,1,0.2313502,1,0.48597934,1,0.54299688
P_352194,W_116516,497,0.0012912097730040058,0,497,0.00129121,497,0.00129121,497,0.00129121,497,0.00129121,497,0.00129121,497,0.00129121
P_35232,W_10526,3,0.1693578655812614,6,2,0.17034701,6,0.13584762,6,0.13737948,2,0.19548998,3,0.17718551,3,0.18288987
P_352419,W_14969,95,0.0078704623580447,0,95,0.00787046,95,0.00787046,95,0.00787046,95,0.00787046,95,0.00787046,95,0.00787046
P_3529,W_3529,1,0.13498860279897248,2,1,0.16475051,2,0.09530606,2,0.09530606,1,0.20641717,2,0.10919495,2,0.10919495
P_352910,W_125147,46,0.013383313112602135,0,46,0.01338331,46,0.01338331,46,0.01338331,46,0.01338331,46,0.01338331,46,0.01338331
P_352975,W_13216,2,0.2238213162726217,5,1,0.2847944,1,0.28218772,1,0.28218772,1,0.26339563,1,0.31289058,1,0.31289058
P_353097,W_7581,384,0.0015107300812355143,0,384,0.00151073,384,0.00151073,384,0.00151073,384,0.00151073,384,0.00151073,384,0.00151073
P_353231,W_53262,39,0.008918760624370317,0,39,0.00891876,39,0.00891876,39,0.00891876,39,0.00891876,39,0.00891876,39,0.00891876
P_353232,W_10848,49,0.00910359660579017,0,49,0.0091036,49,0.0091036,49,0.0091036,49,0.0091036,49,0.0091036,49,0.0091036
P_353319,W_9704,17,0.012559748429242035,1,13,0.01406804,4,0.02849112,4,0.02849112,14,0.01361017,11,0.01523355,11,0.01523355
P_353668,W_10848,260,0.003533397995361608,0,260,0.0035334,260,0.0035334,260,0.0035334,260,0.0035334,260,0.0035334,260,0.0035334
P_353734,W_9262,96,0.0053660344300384315,0,96,0.00536603,96,0.00536603,96,0.00536603,96,0.00536603,96,0.00536603,96,0.00536603
P_353736,W_91832,34,0.011703996963705263,0,34,0.011704,34,0.011704,34,0.011704,34,0.011704,34,0.011704,34,0.011704
P_353737,W_11859,556,0.002159119630772324,0,556,0.00215912,556,0.00215912,556,0.00215912,556,0.00215912,556,0.00215912,556,0.00215912
P_353787,W_86795,516,0.0017583563172744064,0,516,0.00175836,516,0.00175836,516,0.00175836,516,0.00175836,516,0.00175836,516,0.00175836
P_35389,W_35389,9,0.017767838859855875,1,2,0.05017525,1,0.09184191,1,0.09184191,1,0.09184191,1,0.09184191,1,0.09184191
P_35405,W_2970,4,0.07142229758435718,3,11,0.04574858,1,0.23147521,1,0.23147521,16,0.04391534,1,0.25230854,1,0.25230854
P_354088,W_5388,39,0.03268592452275444,0,39,0.03268592,39,0.03268592,39,0.03268592,39,0.03268592,39,0.03268592,39,0.03268592
P_354091,W_8202,293,0.004801439100456246,0,293,0.00480144,293,0.00480144,293,0.00480144,293,0.00480144,293,0.00480144,293,0.00480144
P_3541,W_3529,24,0.008203349666265812,1,16,0.00993946,30,0.00750891,30,0.00750891,17,0.00963309,30,0.00750891,30,0.00750891
P_354148,W_11823,1,0.0868267674019248,1,5,0.0201601,22,0.00728131,22,0.00728131,5,0.0201601,20,0.0076601,20,0.0076601
P_3542,W_3529,8,0.034393720810418096,1,9,0.03323631,22,0.02776493,23,0.02760024,7,0.03588182,22,0.02776493,23,0.02760024
P_354295,W_20610,1,0.18081918081434564,2,1,0.1451049,1,0.22248585,1,0.22248585,1,0.14532535,1,0.19470807,1,0.19470807
P_354296,W_23627,9,0.01709669187501678,1,27,0.01092385,27,0.01092385,13,0.01424769,27,0.01092385,30,0.01061521,18,0.01246706
P_3543,W_3529,1,0.18369863218070692,5,1,0.23486126,1,0.20653814,1,0.20653814,1,0.32443937,1,0.3123362,1,0.3123362
P_3545,W_3529,11,0.02249187345390322,1,3,0.04269389,18,0.01954575,18,0.01954575,2,0.05658278,21,0.01888437,20,0.01908278
P_35472,W_35472,1,0.21049409758154444,5,1,0.15523638,1,0.29227514,1,0.29227514,1,0.15226019,1,0.32819686,1,0.32819686
P_35473,W_35472,35,0.011983173864194514,0,35,0.01198317,35,0.01198317,35,0.01198317,35,0.01198317,35,0.01198317,35,0.01198317
P_35475,W_1153,46,0.013119876423702256,0,46,0.01311988,46,0.01311988,46,0.01311988,46,0.01311988,46,0.01311988,46,0.01311988
P_354763,W_11841,4,0.07153748437313796,1,7,0.06260891,1,0.13403748,1,0.13403748,7,0.06260891,1,0.13403748,1,0.13403748
P_354779,W_23627,19,0.030339120157513708,2,7,0.03693838,6,0.04111189,6,0.03984204,7,0.03693838,3,0.0553976,2,0.06852891
P_354833,W_61921,198,0.003024723064125866,0,198,0.00302472,198,0.00302472,198,0.00302472,198,0.00302472,198,0.00302472,198,0.00302472
P_354846,W_39055,34,0.008638493344518132,0,34,0.00863849,34,0.00863849,34,0.00863849,34,0.00863849,34,0.00863849,34,0.00863849
P_354850,W_29045,17,0.009655089785116032,1,16,0.00996146,21,0.00872138,18,0.00938276,19,0.00913909,19,0.00913909,15,0.01030868
P_354860,W_103129,258,0.0024403302597801415,0,258,0.00244033,258,0.00244033,258,0.00244033,258,0.00244033,258,0.00244033,258,0.00244033
P_354918,W_143052,1921,0.0013622247654385385,0,1921,0.00136222,1921,0.00136222,1921,0.00136222,1921,0.00136222,1921,0.00136222,1921,0.00136222
P_354919,W_143052,24,0.013039232186854653,1,19,0.01395297,1,0.09290034,1,0.09290034,17,0.01446897,1,0.09290034,1,0.09290034
P_354921,W_143052,5,0.021521706295468377,1,6,0.01874393,2,0.04652171,3,0.03263282,6,0.01874393,3,0.03263282,2,0.04652171
P_354922,W_143052,1,0.08968157916919184,1,16,0.01155658,1,0.08968158,1,0.08968158,15,0.0119038,1,0.08968158,1,0.08968158
P_354923,W_143052,254,0.004854401765862433,0,254,0.0048544,254,0.0048544,254,0.0048544,254,0.0048544,254,0.0048544,254,0.0048544
P_354956,W_9131,73,0.006245140360100783,0,73,0.00624514,73,0.00624514,73,0.00624514,73,0.00624514,73,0.00624514,73,0.00624514
P_35505,W_34086,1,0.514191129163906,7,1,0.35980059,1,0.54196891,1,0.53919113,1,0.38234589,1,0.6104754,1,0.6104754
P_355161,W_82985,84,0.004374910347848805,0,84,0.00437491,84,0.00437491,84,0.00437491,84,0.00437491,84,0.00437491,84,0.00437491
P_355166,W_7583,489,0.001427694776455079,0,489,0.00142769,489,0.00142769,489,0.00142769,489,0.00142769,489,0.00142769,489,0.00142769
P_355194,W_143052,342,0.0010349589532699327,0,342,0.00103496,342,0.00103496,342,0.00103496,342,0.00103496,342,0.00103496,342,0.00103496
P_355195,W_143052,207,0.002359806514339722,0,207,0.00235981,207,0.00235981,207,0.00235981,207,0.00235981,207,0.00235981,207,0.00235981
P_355271,W_40675,66,0.008357447804885404,0,66,0.00835745,66,0.00835745,66,0.00835745,66,0.00835745,66,0.00835745,66,0.00835745
P_355295,W_39786,1,0.19644921029522974,4,12,0.0812569,1,0.19621112,1,0.19621112,11,0.08188822,3,0.13731451,4,0.12203674
P_3553,W_3552,3,0.051500899132098175,2,6,0.03407666,1,0.10876586,1,0.10785011,2,0.06221518,1,0.17927868,1,0.1515009
P_355301,W_39786,5,0.060254461604794536,3,1,0.13767078,1,0.13777971,1,0.15093761,4,0.0813809,1,0.12944638,1,0.13612279
P_355304,W_39786,3,0.09959986217156963,3,1,0.15326148,2,0.19215037,1,0.23381703,4,0.08500751,8,0.08223875,8,0.08223875
P_355307,W_39786,11,0.022571285326692416,1,8,0.02541219,9,0.02425479,9,0.02425479,8,0.02541219,15,0.02055108,16,0.02020386
P_355369,W_42453,2060,0.0009263444235849298,0,2060,0.00092634,2060,0.00092634,2060,0.00092634,2060,0.00092634,2060,0.00092634,2060,0.00092634
P_355399,W_27320,1,0.10144429242408232,1,3,0.04588874,1,0.10144429,1,0.10144429,3,0.04588874,1,0.10144429,1,0.10144429
P_3554,W_3552,376,0.0016995598233508387,0,376,0.00169956,376,0.00169956,376,0.00169956,376,0.00169956,376,0.00169956,376,0.00169956
