candidate_pid,kocc10,hub_reference
P_27142,4,0.901793
P_271426,6,0.840699
P_271438,5,0.877972
P_271441,3,0.853656
P_271442,9,0.811746
P_271451,13,0.818067
P_271454,16,0.886618
P_271456,14,0.880157
P_271462,14,0.889698
P_27157,7,0.880899
P_271597,6,0.877875
P_27164,3,0.855983
P_271646,4,0.872155
P_27165,16,0.861490
P_27167,11,0.836122
P_271672,23,0.872353
P_271685,5,0.854616
P_27172,8,0.849986
P_271933,10,0.843203
P_271939,21,0.858392
P_271940,14,0.847942
P_271946,9,0.842771
P_271947,4,0.848726
P_271980,7,0.857014
P_271983,4,0.836985
P_272,11,0.867022
P_272275,8,0.888415
P_272323,7,0.858605
P_272476,7,0.857919
P_272515,5,0.843204
P_27252,4,0.872906
P_272536,5,0.876522
P_272793,12,0.887516
P_27289,4,0.858183
P_272964,11,0.874790
P_273087,11,0.886494
P_27314,7,0.882467
P_273212,20,0.851139
P_273223,16,0.847878
P_273233,12,0.850562
P_27328,4,0.852510
P_273302,15,0.866775
P_273316,3,0.852090
P_273330,9,0.865097
P_273348,6,0.894502
P_27342,12,0.858103
P_273427,1,0.873950
P_27345,9,0.875216
P_2735,2,0.898716
P_273591,5,0.865005
P_273651,3,0.850889
P_273658,3,0.897132
P_27373,6,0.868605
P_273766,7,0.881571
P_273776,8,0.867885
P_273779,8,0.882523
P_273799,6,0.871434
P_274061,4,0.874820
P_274110,9,0.842775
P_274303,7,0.880817
P_274309,2,0.871185
P_274316,12,0.873814
P_274328,14,0.847367
P_274362,4,0.892159
P_274468,9,0.846894
P_274470,7,0.870542
P_274516,13,0.838857
P_274522,25,0.847985
P_27477,6,0.871675
P_27488,10,0.877529
P_274922,7,0.882296
P_275,7,0.901708
P_27501,1,0.874759
P_27508,7,0.873719
P_275091,6,0.876211
P_27514,15,0.880929
P_275174,11,0.872559
P_275179,10,0.872334
P_275186,7,0.876813
P_275232,4,0.894321
P_275271,7,0.880475
P_275387,5,0.865908
P_275410,4,0.863799
P_275418,8,0.895170
P_275595,8,0.824177
P_275596,17,0.832664
P_275597,14,0.847024
P_275598,3,0.849728
P_275599,3,0.844315
P_275601,15,0.841282
P_275602,8,0.830820
P_27566,5,0.881295
P_275680,11,0.854905
P_275686,5,0.872185
P_275830,10,0.884851
P_275831,16,0.865896
P_275832,11,0.878889
P_2759,12,0.842141
P_275953,6,0.854925
P_27602,10,0.863812
P_27604,13,0.846522
P_27608,15,0.880756
P_27609,17,0.850073
P_276212,9,0.859084
P_276217,6,0.854661
P_27641,11,0.882494
P_276435,12,0.869152
P_276448,11,0.873596
P_27651,11,0.892198
P_276515,13,0.846021
P_276517,3,0.852051
P_276535,12,0.849648
P_276653,5,0.890759
P_276684,2,0.904593
P_2767,14,0.880927
P_276704,4,0.856851
P_276735,6,0.869321
P_276776,5,0.892459
P_276802,4,0.888561
P_276866,7,0.893701
P_276890,9,0.895646
P_276967,12,0.863805
P_277062,4,0.874532
P_2771,12,0.888785
P_277113,17,0.887563
P_277123,5,0.892412
P_277233,4,0.867107
P_277331,5,0.863090
P_27734,5,0.891672
P_277360,12,0.881249
P_27742,15,0.891314
P_27747,4,0.872377
P_277476,3,0.858231
P_277535,6,0.877847
P_277537,15,0.853771
P_277541,9,0.857795
P_277612,9,0.860079
P_277719,13,0.843740
P_277753,12,0.847267
P_277827,13,0.846460
P_277842,5,0.862634
P_277843,10,0.881975
P_277872,6,0.860765
P_27790,20,0.869611
P_277962,12,0.851025
P_278,4,0.872403
P_278003,8,0.883270
P_27847,15,0.896333
P_278600,16,0.861320
P_278601,8,0.832222
P_278726,10,0.802444
P_278730,10,0.873764
P_278742,15,0.866088
P_278753,5,0.880418
P_278810,11,0.845679
P_278842,7,0.865373
P_278860,27,0.862100
P_278861,5,0.858101
P_278916,13,0.875016
P_278924,9,0.832437
P_278975,6,0.850344
P_279015,7,0.889476
P_27903,2,0.876714
P_27904,20,0.871098
P_27905,5,0.876142
P_27906,6,0.883636
P_279075,4,0.857379
P_27908,10,0.870617
P_27912,13,0.840023
P_279147,2,0.871470
P_279148,7,0.884978
P_27919,5,0.865186
P_27920,15,0.876736
P_279284,13,0.854137
P_279287,14,0.845627
P_279290,8,0.852783
P_279303,12,0.835685
P_279304,2,0.850831
P_279307,23,0.847139
P_279308,10,0.823461
P_279313,9,0.812638
P_279316,8,0.848961
P_279318,5,0.848552
P_279319,26,0.837301
P_279485,11,0.884257
P_279611,5,0.797987
P_279616,15,0.811659
P_279792,13,0.880997
P_279794,12,0.869930
P_279841,10,0.895147
P_279843,5,0.885077
P_279857,16,0.827187
P_279858,19,0.847446
P_279884,6,0.879379
P_279889,11,0.877320
P_279890,12,0.859164
P_279912,21,0.846615
P_279921,8,0.899378
P_279973,4,0.887487
P_279974,2,0.856002
P_279998,13,0.841229
P_280102,9,0.895871
P_280159,6,0.891369
P_28017,4,0.870904
P_280176,9,0.899643
P_280343,9,0.874553
P_280391,5,0.868907
P_280395,10,0.861736
P_280502,6,0.877755
P_280586,9,0.893556
P_280678,14,0.859294
P_28070,7,0.886413
P_280734,5,0.886257
P_28082,7,0.881601
P_280846,5,0.860306
P_280950,8,0.880258
P_280974,9,0.889558
P_280975,7,0.873072
P_281009,6,0.834689
P_281014,11,0.852007
P_28109,4,0.878077
P_28110,5,0.887782
P_281154,4,0.873230
P_281156,9,0.884772
P_281158,6,0.847106
P_281196,6,0.874825
P_281223,6,0.864027
P_281401,2,0.872684
P_281511,8,0.904357
P_281552,7,0.789810
P_281569,11,0.869088
P_28165,9,0.865886
P_281722,4,0.862860
P_281800,2,0.885400
P_28184,6,0.883961
P_281856,11,0.856173
P_281862,7,0.879647
P_281990,13,0.853857
P_281993,6,0.882289
P_282344,13,0.851988
P_282442,12,0.883369
P_282478,5,0.860378
P_282480,3,0.851780
P_282624,4,0.870084
P_28274,5,0.871218
P_282759,12,0.879569
P_282812,12,0.839277
P_282819,8,0.804938
P_282844,17,0.850257
P_283014,8,0.839575
P_283015,14,0.840297
P_283016,15,0.830154
P_283017,16,0.826553
P_283019,6,0.809182
P_283020,13,0.863027
P_283022,3,0.864264
P_283049,6,0.847242
P_283160,7,0.892841
P_283261,12,0.879900
P_283262,4,0.891707
P_283325,7,0.842487
P_283329,6,0.833691
P_283388,2,0.897994
P_283400,9,0.877159
P_283401,6,0.858084
P_283421,10,0.858717
P_283458,6,0.862734
P_283461,10,0.861607
P_283475,9,0.880540
P_283568,15,0.863234
P_283614,8,0.866384
P_283618,5,0.852221
P_283647,11,0.853220
P_283664,24,0.862454
P_283666,23,0.847626
P_283739,11,0.842963
P_283745,11,0.862814
P_283750,10,0.860315
P_28402,7,0.869462
P_284158,3,0.846804
P_28423,7,0.854384
P_284235,3,0.898180
P_28424,8,0.870548
P_284259,12,0.835069
P_284269,3,0.896045
P_284415,4,0.838279
P_284416,6,0.869074
P_284422,11,0.850366
P_284758,18,0.848763
P_284810,4,0.892784
P_28486,9,0.849460
P_28493,4,0.847159
P_28495,10,0.886720
P_285096,10,0.888675
P_285108,3,0.889405
P_285109,4,0.889116
P_285130,7,0.902029
P_28522,7,0.855918
P_28523,2,0.907181
P_285234,10,0.852911
P_28525,10,0.887752
P_285328,6,0.886114
P_285329,4,0.877925
P_28540,16,0.869860
P_28547,18,0.855896
P_2855,8,0.895277
P_285520,12,0.829399
P_285622,14,0.872936
P_28563,13,0.868365
P_285692,9,0.890623
P_285843,9,0.883510
P_285880,2,0.895929
P_285938,9,0.880625
P_286089,3,0.869728
P_286161,10,0.873764
P_28633,12,0.856414
P_28635,6,0.867002
P_286524,17,0.834574
P_286528,5,0.829215
P_286611,11,0.888181
P_286637,9,0.833160
P_286638,12,0.818008
P_286639,4,0.864724
P_286640,6,0.866951
P_286642,5,0.859505
P_286643,11,0.862450
P_286658,16,0.850552
P_286660,23,0.877618
P_286698,3,0.876619
P_286724,6,0.879055
P_286726,6,0.880781
P_286810,4,0.788085
P_286812,11,0.855197
P_287008,6,0.879463
P_287010,2,0.876364
P_287035,15,0.836058
P_28707,13,0.898296
P_287098,5,0.884617
P_287103,6,0.883972
P_287152,13,0.865574
P_287190,5,0.854201
P_287207,15,0.863632
P_28723,14,0.856782
P_28726,18,0.869371
P_28727,7,0.878771
P_28733,1,0.902325
P_287391,6,0.883836
P_287410,10,0.862655
P_287459,2,0.854557
P_287575,10,0.879002
P_287634,10,0.844561
P_287726,7,0.885205
P_28778,10,0.869470
P_287832,4,0.882460
P_28784,8,0.841639
P_287858,13,0.876146
P_28787,33,0.860544
P_287901,7,0.873487
P_287997,15,0.894121
P_288015,10,0.846666
P_288063,16,0.836734
P_288107,11,0.891823
P_28828,2,0.862251
P_288336,8,0.858020
P_288368,0,0.894748
P_288370,10,0.890195
P_288371,12,0.886445
P_288372,11,0.893242
P_288433,5,0.864840
P_288454,8,0.904080
P_288542,11,0.860891
P_288543,14,0.853740
P_288622,15,0.868711
P_288628,8,0.863585
P_288724,6,0.877399
P_28876,4,0.874647
P_288772,9,0.867950
P_288790,4,0.882935
P_288943,4,0.854100
P_289030,5,0.864685
P_289048,12,0.859371
P_289084,2,0.847506
P_289098,12,0.862624
P_28914,15,0.875787
P_289175,5,0.835812
P_289314,10,0.847109
P_28934,4,0.861792
P_289421,7,0.865562
P_289485,7,0.881589
P_289491,18,0.875476
P_28950,3,0.828982
P_289623,18,0.850890
P_289628,2,0.850903
P_289638,18,0.846099
P_289737,12,0.848303
P_28976,4,0.873682
P_289780,11,0.851566
P_289784,7,0.837024
P_289785,21,0.812091
P_289792,7,0.838947
P_289793,10,0.874492
P_28991,8,0.901691
P_28994,10,0.882893
P_289949,4,0.853984
P_2901,5,0.863180
P_290213,13,0.874311
P_290247,8,0.857406
P_290275,8,0.886167
P_290357,7,0.893748
P_290370,13,0.839140
P_29039,7,0.882434
P_290416,11,0.896868
P_290520,10,0.882486
P_290542,11,0.853519
P_29055,16,0.879537
P_29061,16,0.845989
P_29067,16,0.852774
P_290731,5,0.839108
P_29075,17,0.856969
P_29078,8,0.858903
P_29080,8,0.866511
P_290844,3,0.849764
P_290848,6,0.857623
P_290865,12,0.878279
P_29096,7,0.905098
P_290973,3,0.871447
P_290991,9,0.857144
P_290992,13,0.859121
P_290993,8,0.860923
P_290994,13,0.856537
P_291006,16,0.847080
P_291007,12,0.834427
P_291034,13,0.848501
P_291044,14,0.816936
P_29108,13,0.887369
P_29110,15,0.886526
P_291145,12,0.892803
P_29115,7,0.880731
P_291190,7,0.817854
P_291194,11,0.814427
P_291196,4,0.853749
P_291209,3,0.862434
P_29121,4,0.819276
P_29130,12,0.877929
P_29131,17,0.844904
P_2914,11,0.891899
P_291404,14,0.807069
P_291445,8,0.877088
P_291452,17,0.875162
P_291507,10,0.893238
P_29157,3,0.851200
P_291619,14,0.826471
P_291620,14,0.810216
P_29163,10,0.837291
P_291676,3,0.884263
P_291677,9,0.868315
P_291857,15,0.879485
P_291874,2,0.902840
P_291936,11,0.867643
P_291938,14,0.871002
P_29201,8,0.866545
P_29205,7,0.897612
P_292066,10,0.871007
P_292074,5,0.875218
P_292113,11,0.848041
P_292133,6,0.887957
P_292219,19,0.863277
P_292306,16,0.876510
P_292310,6,0.888038
P_29237,14,0.888051
P_292414,10,0.852606
P_292467,12,0.884350
P_292569,1,0.846749
P_292570,3,0.875620
P_292573,4,0.869611
P_292581,7,0.889904
P_292654,3,0.851063
P_292655,6,0.877952
P_292657,9,0.863277
P_292660,19,0.881459
P_292681,16,0.839552
P_292685,2,0.873064
P_292689,12,0.882704
P_292690,13,0.855409
P_292695,3,0.855635
P_292704,15,0.803845
P_292705,16,0.871767
P_292706,7,0.833874
P_292711,8,0.860571
P_292714,6,0.859790
P_292717,14,0.863617
P_292740,7,0.889147
P_292769,9,0.898235
P_292773,8,0.834208
P_292776,16,0.867236
P_292807,4,0.866735
P_292861,14,0.881270
P_2929,7,0.865942
P_292916,10,0.892886
P_292938,5,0.867935
P_292966,11,0.873476
P_292968,5,0.839686
P_292978,11,0.847165
P_29299,12,0.885068
P_2931,5,0.861834
P_2933,5,0.890328
P_293409,13,0.867499
P_293410,9,0.870907
P_293415,11,0.848128
P_293419,17,0.844478
P_293427,10,0.847595
P_293487,16,0.856814
P_293558,8,0.896609
P_293564,9,0.873765
P_293582,6,0.887228
P_293596,10,0.865523
P_293612,16,0.852869
P_29362,4,0.893816
P_293631,9,0.883260
P_293633,5,0.864431
P_293643,12,0.875545
P_293648,6,0.844259
P_29366,8,0.861150
P_293668,10,0.860651
P_293669,8,0.882145
P_293680,11,0.870377
P_29372,5,0.875608
P_29380,15,0.862626
P_294264,7,0.842297
P_294283,7,0.900442
P_294362,18,0.863364
P_29457,7,0.869155
P_294654,16,0.866593
P_294768,9,0.881082
P_294819,12,0.893347
P_29486,16,0.859333
P_294866,9,0.874264
P_29487,6,0.861121
P_294870,17,0.884052
P_294882,10,0.860747
P_294917,4,0.859034
P_294979,4,0.886185
P_294999,28,0.892123
P_295012,4,0.863923
P_29505,2,0.903708
P_295267,11,0.833943
P_295271,10,0.852786
P_295273,8,0.828157
P_295400,10,0.863229
P_295405,5,0.883259
P_295406,8,0.855312
P_295444,8,0.881019
P_295487,12,0.863570
P_295488,10,0.855811
P_295536,11,0.882112
P_295580,3,0.858132
P_295670,12,0.881604
P_295678,9,0.833421
P_295801,4,0.856501
P_295809,2,0.866875
P_295821,5,0.878354
P_295879,10,0.864679
P_29600,11,0.885467
P_296078,2,0.889829
P_296091,5,0.854824
P_296093,16,0.839520
P_296379,3,0.871866
P_296418,9,0.874025
P_296540,6,0.830546
P_296583,4,0.895976
P_2966,13,0.868358
P_296675,7,0.847150
P_29670,6,0.893278
P_2968,6,0.860700
P_296827,10,0.861700
P_296834,4,0.862326
P_296871,9,0.856878
P_2970,7,0.859463
P_297058,4,0.891015
P_297145,12,0.840939
P_297178,4,0.876218
P_297186,13,0.891016
P_297208,6,0.870584
P_297243,15,0.862502
P_297318,6,0.885027
P_297335,10,0.832762
P_297336,12,0.838580
P_29734,4,0.866507
P_297386,6,0.855481
P_297388,6,0.871208
P_2974,14,0.887175
P_297532,11,0.888303
P_2976,6,0.888600
P_297682,11,0.877737
P_297685,4,0.859678
P_297739,7,0.844409
P_297740,3,0.844331
P_297762,4,0.869000
P_29810,10,0.880480
P_298104,12,0.877580
P_298134,12,0.855455
P_298138,14,0.841903
P_298143,21,0.829652
P_298154,21,0.842325
P_298182,7,0.862198
P_298311,5,0.839013
P_29838,4,0.902107
P_298392,6,0.867222
P_298540,14,0.870623
P_298571,4,0.860702
P_2986,9,0.859931
P_298621,9,0.839016
P_298622,11,0.876209
P_298651,11,0.836247
P_298659,4,0.884642
P_298664,8,0.848044
P_298681,11,0.875809
P_298701,5,0.867342
P_298702,4,0.870851
P_298747,12,0.868671
P_298749,2,0.876122
P_298786,5,0.895647
P_298812,1,0.893034
P_298834,8,0.849401
P_298868,9,0.856450
P_298874,11,0.852092
P_299,12,0.876547
P_299084,8,0.883374
P_299119,11,0.868711
P_299224,9,0.854966
P_299226,18,0.861492
P_299285,11,0.827562
P_29929,10,0.885762
P_299300,6,0.839652
P_299351,6,0.885639
P_29942,9,0.866997
P_299425,6,0.885546
P_299438,16,0.895927
P_299477,2,0.808461
P_29950,4,0.887701
P_299501,4,0.882642
P_299739,13,0.881480
P_299742,20,0.893691
P_299760,3,0.864722
P_299875,2,0.829123
P_299936,4,0.862072
P_300048,6,0.885868
P_300071,20,0.869003
P_300119,4,0.893342
P_300139,12,0.881007
P_300144,9,0.866357
P_300170,5,0.851309
P_300182,10,0.873298
P_300183,6,0.853751
P_300400,2,0.899568
P_300409,12,0.826756
P_30045,7,0.880312
P_300456,9,0.876293
P_300795,6,0.874186
P_3008,5,0.870278
P_300808,7,0.894031
P_300810,12,0.885961
P_301071,10,0.892753
P_30108,8,0.887436
P_301292,1,0.892739
P_301389,7,0.883481
P_301422,8,0.898412
P_30145,10,0.854851
P_30148,8,0.850243
P_30149,2,0.866282
P_301636,2,0.868532
P_30176,11,0.872570
P_301782,6,0.871271
P_301783,6,0.882909
P_30180,8,0.861734
P_301816,5,0.886033
P_301821,29,0.848210
P_30183,2,0.831780
P_30186,11,0.855608
P_301921,7,0.860009
P_301976,10,0.860740
P_302072,10,0.875648
P_302089,5,0.870187
P_30209,12,0.858351
P_30210,3,0.857555
P_302102,12,0.899632
P_302162,6,0.901724
P_302184,12,0.880066
P_302213,8,0.894636
P_302249,5,0.839583
P_30226,10,0.881508
P_30230,10,0.852128
P_30232,15,0.868869
P_30235,8,0.869019
P_30236,8,0.851415
P_302370,8,0.865749
P_302389,7,0.891638
P_302435,19,0.838417
P_30246,11,0.813790
P_30256,14,0.854878
P_302688,6,0.872555
P_302692,9,0.862200
P_302710,5,0.891154
P_302713,8,0.884780
P_30273,11,0.896974
P_302993,10,0.856000
P_30309,12,0.860861
P_303253,4,0.868115
P_30326,3,0.888114
P_303328,11,0.894346
P_303432,16,0.874918
P_30344,7,0.898504
P_30360,12,0.871097
P_303689,18,0.876576
P_303873,3,0.888190
P_303921,2,0.865877
P_303954,3,0.858751
P_303967,16,0.871044
P_3040,7,0.883382
P_304107,3,0.893697
P_304221,0,0.856988
P_30424,11,0.875073
P_304311,13,0.871642
P_304347,12,0.859633
P_30436,10,0.884214
P_304381,16,0.842741
P_304502,3,0.829897
P_304513,11,0.856324
P_304662,14,0.867523
P_304727,5,0.845423
P_30476,8,0.881037
P_30478,7,0.881342
P_304892,4,0.869787
P_304897,2,0.889593
P_304900,5,0.868950
P_304915,4,0.885009
P_304919,7,0.876939
P_30492,2,0.895111
P_304928,18,0.794394
P_30493,8,0.895377
P_305205,3,0.872163
P_305210,4,0.852721
P_305265,17,0.899466
P_305409,4,0.889179
P_305422,5,0.869866
P_30552,10,0.859022
P_30553,2,0.875005
P_305532,17,0.865662
P_305586,2,0.866587
P_305625,11,0.900135
P_305663,11,0.798261
P_305696,5,0.832679
P_3057,13,0.881868
P_305915,5,0.899416
P_3061,12,0.880402
P_306190,15,0.830774
P_306192,8,0.877522
P_306196,12,0.842171
P_306197,20,0.842522
P_306198,14,0.868458
P_306200,4,0.869514
P_306204,10,0.832055
P_306205,10,0.863261
P_306207,19,0.821053
P_306208,16,0.856118
P_306211,6,0.833225
P_306218,17,0.832463
P_30623,9,0.894021
P_306234,3,0.840083
P_306256,3,0.883372
P_3063,5,0.871570
P_306434,15,0.869355
P_306455,3,0.903429
P_306462,9,0.894556
P_30653,5,0.900928
P_30668,12,0.857570
P_30678,6,0.886036
P_306795,17,0.883427
P_306950,8,0.890463
P_306952,11,0.875676
P_307102,6,0.872333
P_307230,10,0.883348
P_307240,6,0.884267
P_307314,4,0.892335
P_307369,4,0.844096
P_307396,11,0.895703
P_307429,5,0.862764
P_307454,6,0.883241
P_307473,15,0.881983
P_307583,11,0.869045
P_3077,6,0.862929
P_307769,4,0.901788
P_307800,4,0.854882
P_307960,3,0.835916
P_307999,3,0.873889
P_308000,12,0.879879
P_308296,10,0.854161
P_308315,11,0.861655
P_308414,12,0.826696
P_30849,5,0.861409
P_30855,5,0.901758
P_308565,4,0.859868
P_308718,7,0.830134
P_308822,5,0.887653
P_308838,6,0.893969
P_309150,1,0.903929
P_30917,11,0.868792
P_30918,11,0.851477
P_309281,4,0.872294
P_3093,4,0.881757
P_309322,8,0.882528
P_309350,11,0.876647
P_309427,4,0.853616
P_309430,4,0.865716
P_309491,2,0.872459
P_309650,4,0.858948
P_3097,5,0.876475
P_309730,2,0.887155
P_309741,5,0.809753
P_309744,12,0.841886
P_309746,5,0.844228
P_309756,23,0.869625
P_309796,14,0.883296
P_3098,4,0.873960
P_309801,8,0.896775
P_309822,3,0.875304
P_309845,11,0.876455
P_309872,7,0.879971
P_309959,8,0.882237
P_31002,6,0.825177
P_310022,10,0.881377
P_310024,11,0.849629
P_31003,4,0.851962
P_310033,11,0.881377
P_310037,4,0.889977
P_310041,9,0.853485
P_310045,12,0.861730
P_310055,25,0.841616
P_310115,5,0.854596
P_310201,7,0.844798
P_310252,6,0.891829
P_310271,8,0.901229
P_310394,6,0.868181
P_3104,10,0.872416
P_310474,8,0.899410
P_310614,5,0.899717
P_310617,5,0.897700
P_310729,10,0.900528
P_310772,10,0.853481
P_310840,4,0.891370
P_310927,23,0.840573
P_31094,6,0.862704
P_31097,2,0.831442
P_311013,3,0.876690
P_311051,0,0.873446
P_311179,9,0.850742
P_311181,9,0.840484
P_311233,7,0.840668
P_311235,4,0.871983
P_311372,9,0.895789
P_31159,0,0.885806
P_311731,11,0.884728
P_311898,2,0.865715
P_31192,22,0.830218
P_312116,2,0.856433
P_312134,3,0.869997
P_31216,9,0.872928
P_312371,8,0.883798
P_312503,10,0.812938
P_312526,8,0.863083
P_312651,10,0.877517
P_312807,9,0.872042
P_312851,6,0.874155
P_313220,5,0.827452
P_31327,17,0.894125
P_31330,10,0.883405
P_31332,12,0.898095
P_313329,12,0.891510
P_313338,13,0.841300
P_31337,0,0.854687
P_313376,8,0.868395
P_31344,7,0.861207
P_31346,1,0.841067
P_313494,15,0.875954
P_31350,4,0.853107
P_313506,2,0.897593
P_31351,9,0.887366
P_31352,8,0.860082
P_31354,10,0.857951
P_313586,10,0.905501
P_31360,9,0.875302
P_313602,3,0.867203
P_31384,17,0.897299
P_31385,6,0.883827
P_313911,6,0.877707
P_313927,10,0.818598
P_313996,3,0.872316
P_314,8,0.889628
P_314014,2,0.871508
P_314176,0,0.874558
P_314487,7,0.866201
P_314494,10,0.888849
P_314497,1,0.868040
P_3145,11,0.862890
P_314507,4,0.872532
P_3146,14,0.846577
P_314618,5,0.870045
P_314702,6,0.846362
P_314714,8,0.846035
P_314756,7,0.873629
P_314765,9,0.879833
P_314790,8,0.872483
P_314818,7,0.872860
P_314859,11,0.851607
P_314878,2,0.887500
P_314928,4,0.871921
P_314978,5,0.841602
P_314990,15,0.838998
P_315090,10,0.875777
P_315259,7,0.871990
P_315265,9,0.860587
P_315306,4,0.858690
P_315365,12,0.866349
P_31548,9,0.879212
P_315481,10,0.850646
P_315482,18,0.840947
P_31569,4,0.868883
P_315744,5,0.851727
P_315759,4,0.821399
P_315762,6,0.852626
P_315775,11,0.899978
P_315818,6,0.868892
P_315820,4,0.875529
P_315932,11,0.879995
P_315966,5,0.899559
P_316010,14,0.890075
P_316064,9,0.862552
P_316082,12,0.852023
P_31612,21,0.868331
P_316159,7,0.887483
P_316170,5,0.893489
P_316175,6,0.873001
P_316192,14,0.841816
P_316195,19,0.863493
P_3162,6,0.879805
P_316231,1,0.875833
P_316232,18,0.867700
P_316241,7,0.883453
P_316293,0,0.867681
P_31633,10,0.878368
P_316386,7,0.887718
P_316521,9,0.849563
P_316763,13,0.865621
P_316816,4,0.883388
P_316827,3,0.883988
P_316935,8,0.875861
P_316937,10,0.864678
P_316984,12,0.851553
P_316985,3,0.872633
P_31702,9,0.853946
P_31704,11,0.841480
P_317214,3,0.881454
P_31725,4,0.866449
P_317294,8,0.866198
P_31731,19,0.837900
P_31734,3,0.863829
P_31737,16,0.815271
P_317373,2,0.861320
P_317374,14,0.844218
P_31738,18,0.871321
P_31739,18,0.846227
P_3174,10,0.856692
P_317503,7,0.879312
P_31754,12,0.856443
P_317572,17,0.863359
P_317782,2,0.878103
P_31801,10,0.867161
P_318020,13,0.886088
P_31803,10,0.857073
P_318050,9,0.848324
P_31807,10,0.885570
P_318097,10,0.873807
P_31812,12,0.887959
P_318168,8,0.856056
P_318185,8,0.860676
P_318326,5,0.874686
P_318331,11,0.882662
P_318368,9,0.879256
P_318410,8,0.866465
P_318534,3,0.882347
P_318578,6,0.850194
P_318629,5,0.882865
P_318891,11,0.861632
P_318892,6,0.888558
P_318901,16,0.880011
P_318910,15,0.881281
P_318921,23,0.867399
P_318923,16,0.848849
P_31894,1,0.882843
P_319129,12,0.857265
P_31914,5,0.902559
P_319145,2,0.847599
P_319152,14,0.849763
P_319177,8,0.838110
P_319212,6,0.843084
P_319232,5,0.890494
P_31928,7,0.890710
P_319284,6,0.881928
P_319330,9,0.872474
P_319335,14,0.833071
P_319806,7,0.848230
P_320017,10,0.864005
P_320076,7,0.846074
P_320095,18,0.842770
P_320099,6,0.877657
P_320214,3,0.878252
P_320221,11,0.891200
P_320226,8,0.896878
P_320258,9,0.890539
P_320278,18,0.796491
P_320280,10,0.870592
P_3203,11,0.887962
P_320342,16,0.847042
P_320357,12,0.888602
P_32039,12,0.870173
P_320406,13,0.830342
P_32043,8,0.866271
P_320490,3,0.876049
P_32050,6,0.873557
P_32053,7,0.897124
P_32055,4,0.845131
P_320556,4,0.873585
P_320568,8,0.864430
P_320571,10,0.893874
P_32060,7,0.892465
P_320612,6,0.864452
P_320622,29,0.847890
P_32072,10,0.870199
P_320723,5,0.897244
P_32074,6,0.899008
P_3211,8,0.876804
P_321141,4,0.859786
P_321186,10,0.870826
P_321190,7,0.875709
P_321226,6,0.885137
P_321230,8,0.902644
P_32128,3,0.889853
P_321347,8,0.855803
P_321414,13,0.873609
P_321425,15,0.845728
P_321518,14,0.886631
P_32155,9,0.843136
P_321559,34,0.860213
P_321563,9,0.872338
P_321620,6,0.896135
P_321732,16,0.849039
P_321797,2,0.895084
P_321871,4,0.854888
P_321973,5,0.882303
P_32199,7,0.897011
P_322002,6,0.873828
P_32202,5,0.889010
P_32203,2,0.899699
P_3221,13,0.887422
P_32211,6,0.841892
P_3222,5,0.860137
P_322230,18,0.828889
P_322232,10,0.859129
P_322233,12,0.875123
P_322256,12,0.867102
P_322257,13,0.875165
P_322413,7,0.858249
P_322477,5,0.890360
P_32249,8,0.887087
P_32255,6,0.892686
P_322642,6,0.890270
P_32270,4,0.854682
P_322714,7,0.884024
P_322796,7,0.870239
P_322798,5,0.868398
P_322800,2,0.888317
P_322803,6,0.855148
P_32284,14,0.851619
P_32287,5,0.872246
P_322870,2,0.895297
P_322895,11,0.874954
P_32301,6,0.876274
P_323142,7,0.888143
P_323200,10,0.874439
P_32340,9,0.871541
P_323488,6,0.889999
P_323537,15,0.903719
P_323666,2,0.828410
P_32381,12,0.862799
P_323904,3,0.885794
P_323919,4,0.895999
P_32393,10,0.883634
P_323938,3,0.868863
P_32401,14,0.894715
P_324048,2,0.875060
P_32408,5,0.874644
P_324102,6,0.836867
P_324126,8,0.865568
P_324332,6,0.879764
P_3244,4,0.884987
P_324429,6,0.845902
P_324479,6,0.867294
P_324634,6,0.858267
P_324874,10,0.852441
P_324884,6,0.870217
P_325177,15,0.866372
P_325192,4,0.870298
P_32531,11,0.863487
P_32534,6,0.887831
P_32535,2,0.873249
P_32539,9,0.882504
P_325457,3,0.882644
P_3255,8,0.882081
P_32552,12,0.848373
P_32553,9,0.810118
P_325579,14,0.845258
P_325679,5,0.871821
P_325685,7,0.886972
P_325711,5,0.873518
P_325746,10,0.860202
P_325788,17,0.842559
P_325842,14,0.834487
P_325881,8,0.892924
P_325914,6,0.838022
P_32595,5,0.869952
P_32613,6,0.864765
P_32630,7,0.886240
P_326354,8,0.871934
P_326367,6,0.888756
P_3264,2,0.856492
P_326446,5,0.856122
P_32646,1,0.861565
P_326463,7,0.840571
P_32647,11,0.860882
P_326490,4,0.880833
P_3266,12,0.880530
P_326673,3,0.854230
P_32679,2,0.855177
P_326829,7,0.865641
P_326854,6,0.839287
P_326862,8,0.866246
P_326907,17,0.872827
P_3270,10,0.875688
P_32711,16,0.855300
P_327160,7,0.866811
P_327198,9,0.864749
P_327225,12,0.901730
P_327238,10,0.847301
P_327310,5,0.893268
P_327362,7,0.859947
P_327459,5,0.795314
P_327572,7,0.901171
P_327574,8,0.886137
P_327671,19,0.872333
P_327717,7,0.842077
P_32778,9,0.899177
P_327901,8,0.889883
P_327944,6,0.888135
P_328245,2,0.897534
P_328247,13,0.848059
